"","Cowid","Time","Status","Herd","Ureum","Protein","Parity","Heifer"
"8358",8358,140,1,147,1.84,3.3,1,0
"8359",8359,188,1,147,3.26,3.3,1,0
"8360",8360,49,1,147,1.67,3.45,1,0
"8361",8361,182,1,147,1.77,3.27,1,0
"8362",8362,91,1,147,2.05,3.25,1,0
"8363",8363,27,1,147,3.03,3.26,1,0
"8364",8364,124,1,148,2.07,2.7,5,0
"8365",8365,240,1,148,2.08,3.62,5,1
"8366",8366,212,1,148,2.08,3.62,5,0
"8367",8367,11,1,148,3.14,3,5,1
"8368",8368,24,1,148,0.85,3.21,5,0
"8369",8369,12,1,148,1.98,3.66,4,0
"8370",8370,94,1,148,2.37,3.05,3,1
"8371",8371,67,1,148,0.94,3.19,4,0
"8372",8372,53,1,148,1.09,4.27,4,0
"8373",8373,14,1,148,4.07,3.39,3,0
"8374",8374,58,1,148,3.13,3.19,4,0
"8375",8375,103,1,148,1.82,2.88,2,0
"8376",8376,178,1,148,2.8,3.26,4,0
"8377",8377,92,1,148,3.97,2.78,1,0
"8378",8378,78,1,148,1.46,3.37,2,0
"8379",8379,65,1,148,2,3,1,1
"8380",8380,223,1,148,3.69,3.76,3,1
"8381",8381,127,1,148,2.03,3.58,2,0
"8382",8382,95,1,148,2.63,3.14,2,0
"8383",8383,25,1,148,1.21,2.8,1,0
"8384",8384,327,0,148,1.58,2.86,2,1
"8385",8385,99,1,148,3.9,3.54,1,1
"8386",8386,127,1,148,2.07,2.73,1,1
"8387",8387,191,1,148,0.7,3.01,2,0
"8388",8388,227,1,148,3.12,2.92,1,1
"8389",8389,157,1,148,2.41,2.86,3,0
"8390",8390,202,1,148,1.43,2.55,4,1
"8391",8391,102,1,148,2.65,3.09,3,1
"8392",8392,65,1,148,2.47,2.78,1,1
"8393",8393,2,1,148,2.23,3.01,1,1
"8394",8394,113,1,148,1.27,2.81,1,0
"8395",8395,91,1,148,1.17,2.87,1,1
"8396",8396,158,1,148,2.18,3.12,1,0
"8397",8397,73,1,148,3.67,3.23,1,0
"8398",8398,87,1,149,1.58,3.17,3,0
"8399",8399,98,1,149,2.69,3.28,4,1
"8400",8400,79,1,149,3.01,3.37,3,1
"8401",8401,80,1,149,3.27,3.46,2,0
"8402",8402,80,1,149,3.06,3.03,3,0
"8403",8403,41,1,149,2.73,2.69,4,0
"8404",8404,45,1,149,4.7,3.14,2,0
"8405",8405,28,1,149,2.9,3.15,2,0
"8406",8406,43,1,149,3.87,3.11,3,1
"8407",8407,132,1,149,2.46,3.49,2,0
"8408",8408,147,1,149,2.82,3.65,3,1
"8409",8409,50,1,149,2.53,3.03,2,1
"8410",8410,71,1,149,1.92,3.1,2,0
"8411",8411,111,1,149,2.98,3.86,2,0
"8412",8412,98,1,149,3.62,2.9,1,0
"8413",8413,133,1,149,2.16,3.37,2,1
"8414",8414,75,1,149,4.72,3,1,0
"8415",8415,67,1,149,4.04,2.94,1,1
"8416",8416,46,1,149,2.13,2.95,2,0
"8417",8417,46,1,149,2.71,3.02,1,0
"8418",8418,40,1,149,2.61,3.49,1,0
"8419",8419,29,1,149,2.4,2.71,2,0
"8420",8420,190,1,149,1.98,3.2,1,0
"8421",8421,77,1,149,2.46,3.12,1,0
"8422",8422,48,1,149,1.65,3.41,1,1
"8423",8423,84,1,149,3.43,2.72,1,0
"8424",8424,67,1,149,3.01,3.56,1,1
"8425",8425,63,1,149,1.68,3.34,1,1
"8426",8426,72,1,149,2.37,2.97,1,1
"8427",8427,84,1,149,3.2,2.82,1,1
"8428",8428,14,1,149,3.3,3.17,1,1
"8429",8429,89,1,149,3.57,2.98,1,0
"8430",8430,15,1,149,2.96,3.26,1,1
"8431",8431,141,1,150,3.93,3.25,6,0
"8432",8432,96,1,150,3.04,2.58,3,1
"8433",8433,301,0,150,2.18,2.89,4,0
"8434",8434,291,1,150,3.53,3.05,3,0
"8435",8435,32,1,150,2.52,3.01,4,1
"8436",8436,304,0,150,2.53,2.97,3,0
"8437",8437,169,1,150,2.57,3.05,4,1
"8438",8438,307,0,150,2.99,3.68,3,1
"8439",8439,31,1,150,3.18,3.09,4,1
"8440",8440,300,0,150,3.18,3.09,4,1
"8441",8441,301,0,150,2.55,2.93,4,0
"8442",8442,328,0,150,2.92,2.94,3,1
"8443",8443,290,1,150,2.15,3.36,4,0
"8444",8444,40,1,150,3.01,3.08,4,0
"8445",8445,77,1,150,2.98,2.8,3,1
"8446",8446,246,1,150,2.46,2.55,3,0
"8447",8447,323,0,150,3.5,2.8,2,0
"8448",8448,69,1,150,3.21,3.45,3,0
"8449",8449,243,1,150,3.47,3.48,3,1
"8450",8450,206,1,150,2.65,3.2,3,0
"8451",8451,61,1,150,3.03,3.24,3,0
"8452",8452,72,1,150,3.66,2.89,2,0
"8453",8453,307,0,150,1.91,3.58,3,0
"8454",8454,245,1,150,2.97,3.23,2,0
"8455",8455,113,1,150,2.78,3.15,3,1
"8456",8456,249,1,150,3.04,2.74,3,0
"8457",8457,329,0,150,2.48,3.3,2,1
"8458",8458,179,1,150,3.11,3.14,3,1
"8459",8459,329,0,150,2.75,3.16,2,0
"8460",8460,23,1,150,2.27,2.71,3,1
"8461",8461,320,0,150,3.31,3.21,2,1
"8462",8462,296,0,150,2.99,3.58,2,1
"8463",8463,248,1,150,2.38,3.1,2,1
"8464",8464,265,1,150,4.22,3.43,2,0
"8465",8465,327,0,150,2.95,3.88,2,1
"8466",8466,75,1,150,2.91,3.2,1,1
"8467",8467,254,1,150,3.01,3.09,2,1
"8468",8468,109,1,150,3.17,3.14,1,1
"8469",8469,296,0,150,3.18,2.95,2,0
"8470",8470,230,1,150,2.28,3.64,1,0
"8471",8471,325,0,150,3.21,3.25,1,1
"8472",8472,96,1,150,2.78,3,2,0
"8473",8473,113,1,150,2.31,3.47,1,0
"8474",8474,310,0,150,2.76,3.14,1,0
"8475",8475,305,0,150,2.12,2.77,1,0
"8476",8476,305,0,150,2.78,3.27,1,0
"8477",8477,257,1,150,2.29,3.69,1,1
"8478",8478,144,1,150,2.48,3.02,1,0
"8479",8479,295,0,150,2.34,3.76,1,0
"8480",8480,201,1,150,3.64,2.54,1,0
"8481",8481,290,0,150,2.01,3.19,1,1
"8482",8482,159,1,150,3.25,2.98,1,0
"8483",8483,121,1,150,3.38,3.77,1,0
"8484",8484,316,0,150,2.57,2.73,1,0
"8485",8485,325,0,150,2.08,3.82,1,0
"8486",8486,313,0,150,2.26,3.46,1,1
"8487",8487,298,0,150,2.86,2.78,1,0
"8488",8488,302,0,150,3.07,3.48,1,1
"8489",8489,238,1,150,1.83,3.33,1,1
"8490",8490,52,1,151,2.93,3.72,7,0
"8491",8491,48,1,151,1.57,3.48,8,1
"8492",8492,110,1,151,3.02,3.05,7,0
"8493",8493,120,1,151,2.38,3.33,6,0
"8494",8494,118,1,151,3.06,2.78,4,0
"8495",8495,148,1,151,2.48,4.06,4,1
"8496",8496,40,1,151,2.66,3.05,4,0
"8497",8497,57,1,151,0.7,3.05,3,1
"8498",8498,112,1,151,3.02,3.31,4,0
"8499",8499,28,1,151,2.22,2.9,5,0
"8500",8500,132,1,151,2.89,2.87,3,0
"8501",8501,17,1,151,2.66,2.87,3,0
"8502",8502,118,1,151,2.76,3.42,3,1
"8503",8503,239,1,151,2.69,3.28,4,0
"8504",8504,120,1,151,2.98,3.37,4,1
"8505",8505,241,1,151,3.38,3.23,3,0
"8506",8506,127,1,151,2.85,3,3,0
"8507",8507,89,1,151,1.75,2.74,2,1
"8508",8508,25,1,151,2.74,3.34,4,0
"8509",8509,181,1,151,2.41,2.83,3,0
"8510",8510,125,1,151,2.87,3.18,3,0
"8511",8511,24,1,151,2.77,3.06,2,0
"8512",8512,30,1,151,3.08,3.1,3,1
"8513",8513,141,1,151,3.08,3.1,3,0
"8514",8514,15,1,151,3.7,3.08,2,1
"8515",8515,143,1,151,1.51,3.71,3,1
"8516",8516,124,1,151,2.58,3.44,2,0
"8517",8517,159,1,151,2.34,2.78,3,0
"8518",8518,44,1,151,2.3,3.28,2,1
"8519",8519,132,1,151,3.22,3.01,2,1
"8520",8520,155,1,151,4,4.3,2,1
"8521",8521,65,1,151,2.75,2.86,2,1
"8522",8522,225,1,151,2.01,2.83,2,0
"8523",8523,160,1,151,2.36,3.2,1,1
"8524",8524,205,1,151,3.33,3.1,2,0
"8525",8525,70,1,151,1.92,2.99,1,0
"8526",8526,187,1,151,0.7,2.99,1,0
"8527",8527,94,1,151,2.67,3.02,2,0
"8528",8528,106,1,151,2.87,3.03,2,0
"8529",8529,60,1,151,2.7,3.38,2,0
"8530",8530,175,1,151,2.73,3.37,1,0
"8531",8531,38,1,151,2.39,3.65,2,0
"8532",8532,38,1,151,2.4,2.81,1,0
"8533",8533,140,1,151,2.35,3.24,1,0
"8534",8534,197,1,151,2.58,3.65,1,0
"8535",8535,163,1,151,1.99,3.06,2,1
"8536",8536,43,1,151,3.22,3.53,2,1
"8537",8537,122,1,151,3.6,3.02,1,0
"8538",8538,52,1,151,2.38,3.37,2,1
"8539",8539,57,1,151,3.14,3.09,1,1
"8540",8540,29,1,151,3.03,3.44,1,0
"8541",8541,167,1,151,3.72,3.17,2,0
"8542",8542,145,1,151,3.05,3.34,1,0
"8543",8543,150,1,151,2.31,3.72,1,0
"8544",8544,103,1,151,2.31,3.72,1,0
"8545",8545,121,1,151,2.39,3.24,1,1
"8546",8546,8,1,151,2.96,3.86,3,0
"8547",8547,71,1,151,2.67,3,1,1
"8548",8548,180,1,151,2.67,3.2,1,1
"8549",8549,114,1,151,3.3,3,1,1
"8550",8550,97,1,151,1.38,2.87,1,0
"8551",8551,149,1,151,2.55,3.3,1,0
"8552",8552,107,1,151,1.66,2.73,1,1
"8553",8553,102,1,151,2.97,3,1,0
"8554",8554,70,1,151,2.87,3.11,1,1
"8555",8555,61,1,151,1.88,3.09,1,0
"8556",8556,18,1,151,3.36,3.54,1,1
"8557",8557,63,1,151,3.26,3.47,1,1
"8558",8558,44,1,151,2.18,3.68,1,0
"8559",8559,109,1,151,3.28,3.09,1,1
"8560",8560,146,1,152,3.08,3.53,7,1
"8561",8561,255,1,152,2.11,3.65,6,0
"8562",8562,108,1,152,2.51,4,6,0
"8563",8563,146,1,152,2.04,2.74,8,1
"8564",8564,175,1,152,1.91,3.48,5,0
"8565",8565,123,1,152,2.69,3.67,5,1
"8566",8566,39,1,152,2.01,3.35,4,0
"8567",8567,142,1,152,2.88,3.37,4,0
"8568",8568,83,1,152,1.83,4.39,5,0
"8569",8569,90,1,152,2.57,3.56,4,0
"8570",8570,19,1,152,2.95,3.43,4,1
"8571",8571,95,1,152,2.79,2.91,3,1
"8572",8572,116,1,152,2.57,3,4,0
"8573",8573,25,1,152,2.98,3.41,3,0
"8574",8574,138,1,152,3.46,3.16,4,0
"8575",8575,31,1,152,1.87,3.28,3,0
"8576",8576,89,1,152,2.13,3.09,4,0
"8577",8577,90,1,152,2.67,3.47,3,0
"8578",8578,121,1,152,5.34,3.31,2,1
"8579",8579,93,1,152,1.7,3.78,3,1
"8580",8580,84,1,152,3.56,3.25,2,1
"8581",8581,103,1,152,2.21,3.12,3,1
"8582",8582,200,1,152,3.42,3.35,3,0
"8583",8583,198,1,152,3.04,3.75,2,0
"8584",8584,191,1,152,2.53,3.17,2,0
"8585",8585,23,1,152,3.92,3.01,3,0
"8586",8586,220,1,152,1.95,3.61,2,0
"8587",8587,100,1,152,1.72,3.23,2,0
"8588",8588,33,1,152,1.38,3.88,3,0
"8589",8589,101,1,152,5.12,3.13,2,1
"8590",8590,40,1,152,2.14,3.53,3,0
"8591",8591,57,1,152,1.96,3.48,2,0
"8592",8592,42,1,152,1.65,3.57,2,1
"8593",8593,177,1,152,2.29,3.28,2,0
"8594",8594,154,1,152,2.81,3.1,2,0
"8595",8595,37,1,152,2.57,3.61,3,1
"8596",8596,155,1,152,2.7,3.25,3,1
"8597",8597,43,1,152,5.65,3.1,2,1
"8598",8598,85,1,152,2.91,3.81,3,1
"8599",8599,209,1,152,2.63,3.27,2,0
"8600",8600,45,1,152,2.18,3.06,2,1
"8601",8601,47,1,152,1.88,3.77,3,0
"8602",8602,158,1,152,2.78,3.17,2,0
"8603",8603,98,1,152,2.29,2.96,2,0
"8604",8604,47,1,152,2.01,2.89,1,0
"8605",8605,118,1,152,2.64,3.07,2,0
"8606",8606,223,1,152,3.78,3.34,1,0
"8607",8607,125,1,152,3.78,3.34,1,1
"8608",8608,109,1,152,4.18,3.26,1,0
"8609",8609,34,1,152,3.31,2.72,2,1
"8610",8610,20,1,152,2.18,3.92,2,0
"8611",8611,196,1,152,1.93,3.58,1,1
"8612",8612,31,1,152,3.59,3.54,1,0
"8613",8613,282,1,152,4.15,2.96,1,0
"8614",8614,29,1,152,3.97,3.44,1,0
"8615",8615,217,1,152,1.69,2.92,1,0
"8616",8616,33,1,152,1.89,3.86,2,1
"8617",8617,203,1,152,4.11,3.02,1,0
"8618",8618,44,1,152,4.11,3.02,1,1
"8619",8619,72,1,152,3.88,3.74,2,0
"8620",8620,125,1,152,2.77,3.89,1,0
"8621",8621,20,1,152,2.49,3.38,1,1
"8622",8622,70,1,152,2.47,3.27,1,0
"8623",8623,322,0,152,2.2,3.02,2,1
"8624",8624,15,1,152,2.43,3.02,1,1
"8625",8625,120,1,152,2.65,3.3,1,1
"8626",8626,4,1,152,2.09,3.16,2,0
"8627",8627,77,1,152,2.28,3.54,1,0
"8628",8628,138,1,152,1.18,3.45,2,1
"8629",8629,128,1,152,2.9,3.23,1,1
"8630",8630,158,1,152,2.75,3.11,1,1
"8631",8631,19,1,152,1.91,3.09,2,1
"8632",8632,128,1,152,2.45,2.77,1,0
"8633",8633,34,1,152,2.65,3.09,1,1
"8634",8634,92,1,152,2.81,2.91,1,1
"8635",8635,165,1,152,3.57,3.48,1,1
"8636",8636,178,1,152,2.83,2.97,1,0
"8637",8637,72,1,152,3.39,3.38,1,1
"8638",8638,36,1,152,3.37,3.77,1,0
"8639",8639,67,1,152,2.23,3.07,1,0
"8640",8640,162,1,152,2.43,3.89,1,0
"8641",8641,82,1,152,2.56,3.17,1,0
"8642",8642,120,1,152,2.15,3.15,1,0
"8643",8643,35,1,152,2.88,3.4,1,0
"8644",8644,105,1,152,3.61,3.51,1,0
"8645",8645,172,1,152,1.96,3.44,1,0
"8646",8646,25,1,152,3.73,3.1,3,0
"8647",8647,85,1,152,3.73,3.1,3,1
"8648",8648,131,1,152,3.7,4.51,2,0
"8649",8649,58,1,152,3.31,3.25,1,1
"8650",8650,125,1,152,2.15,3.56,1,0
"8651",8651,29,1,152,2.03,2.94,1,1
"8652",8652,95,1,152,2.41,3.1,1,0
"8653",8653,70,1,152,2.45,2.97,1,0
"8654",8654,39,1,152,1.81,2.57,1,0
"8655",8655,80,1,152,1.58,3.48,1,0
"8656",8656,35,1,152,1.61,3.96,1,1
"8657",8657,227,1,152,1.21,3.25,1,0
"8658",8658,91,1,152,2.27,2.9,1,0
"8659",8659,47,1,153,3.26,2.83,5,1
"8660",8660,73,1,153,3.53,3.96,5,0
"8661",8661,102,1,153,2.64,3.14,4,1
"8662",8662,18,1,153,2.63,3.79,5,0
"8663",8663,153,1,153,2.29,3.72,4,0
"8664",8664,64,1,153,3.34,3.18,5,0
"8665",8665,151,1,153,3.6,2.83,4,1
"8666",8666,131,1,153,2.4,3.23,4,0
"8667",8667,71,1,153,1.86,3.34,3,1
"8668",8668,30,1,153,2.9,3.04,4,0
"8669",8669,39,1,153,2.88,3.31,3,1
"8670",8670,37,1,153,3.38,2.91,4,1
"8671",8671,69,1,153,2.78,3.29,3,0
"8672",8672,44,1,153,2.4,3.21,2,0
"8673",8673,143,1,153,2.54,3.33,2,0
"8674",8674,103,1,153,2.65,3.11,3,0
"8675",8675,102,1,153,2.67,2.98,4,1
"8676",8676,73,1,153,1.64,3.22,2,0
"8677",8677,40,1,153,3.33,3.08,3,0
"8678",8678,147,1,153,2.41,3.21,2,1
"8679",8679,192,1,153,2.45,3.19,2,1
"8680",8680,68,1,153,2.24,3.05,3,0
"8681",8681,25,1,153,1.03,3.39,2,1
"8682",8682,41,1,153,2.39,3.15,3,0
"8683",8683,211,1,153,2.43,3.1,2,0
"8684",8684,183,1,153,3.22,2.86,2,0
"8685",8685,45,1,153,1.7,2.81,1,0
"8686",8686,83,1,153,3.22,3,3,0
"8687",8687,36,1,153,2.28,3.77,2,0
"8688",8688,138,1,153,1.92,3.09,3,0
"8689",8689,200,1,153,1.86,3.73,2,0
"8690",8690,31,1,153,2.13,3.53,1,0
"8691",8691,170,1,153,2.17,3.8,2,0
"8692",8692,19,1,153,1.43,2.87,1,1
"8693",8693,51,1,153,1.7,3.94,2,1
"8694",8694,86,1,153,4.57,3.24,2,0
"8695",8695,174,1,153,1.49,2.88,1,0
"8696",8696,134,1,153,1.32,3.17,1,1
"8697",8697,45,1,153,2.97,3.59,1,0
"8698",8698,28,1,153,2.3,3.34,1,0
"8699",8699,32,1,153,2.44,3.9,2,0
"8700",8700,183,1,153,2.21,2.99,1,0
"8701",8701,58,1,153,2.33,2.99,1,0
"8702",8702,50,1,153,2.68,3.03,2,1
"8703",8703,69,1,153,2.67,3.03,1,1
"8704",8704,38,1,153,3.04,3.81,2,0
"8705",8705,27,1,153,2.08,3.19,1,0
"8706",8706,74,1,153,2.91,3.46,2,1
"8707",8707,25,1,153,3.43,3.76,1,0
"8708",8708,107,1,153,2.88,4.06,1,1
"8709",8709,120,1,153,3.09,3.15,2,1
"8710",8710,68,1,153,3.07,2.47,1,1
"8711",8711,118,1,153,3.62,3.68,1,0
"8712",8712,104,1,153,3.62,3.68,1,0
"8713",8713,141,1,153,3.72,3.32,2,0
"8714",8714,17,1,153,3.02,3.58,2,0
"8715",8715,34,1,153,1.87,3.18,1,1
"8716",8716,19,1,153,2.03,3.02,1,0
"8717",8717,55,1,153,2.93,3.03,1,1
"8718",8718,66,1,153,2.53,2.87,1,1
"8719",8719,113,1,153,1.97,3.22,1,0
"8720",8720,70,1,153,2.31,3.69,1,0
"8721",8721,64,1,153,2.69,3.03,1,0
"8722",8722,103,1,153,2.5,2.72,1,1
"8723",8723,19,1,153,2.95,3.05,1,0
"8724",8724,198,1,153,2.94,3.24,1,1
"8725",8725,64,1,153,2.77,3.43,1,1
"8726",8726,77,1,153,3.03,3.31,1,0
"8727",8727,88,1,153,1.89,3.86,1,1
"8728",8728,49,1,153,3.05,3.58,1,1
"8729",8729,39,1,154,3.03,4.02,5,0
"8730",8730,25,1,154,2.31,3.13,5,1
"8731",8731,55,1,154,2.26,4.01,6,0
"8732",8732,166,1,154,2.48,3.18,5,0
"8733",8733,59,1,154,2.13,3.03,4,1
"8734",8734,35,1,154,1.87,3.09,4,1
"8735",8735,7,1,154,2.08,3.04,3,0
"8736",8736,28,1,154,2.36,3.08,3,1
"8737",8737,48,1,154,2.22,3.2,3,0
"8738",8738,27,1,154,2.31,3.14,2,1
"8739",8739,60,1,154,1.91,3.13,2,0
"8740",8740,50,1,154,1.94,2.76,3,1
"8741",8741,147,1,154,2.3,3.24,2,1
"8742",8742,95,1,154,2.81,2.98,1,0
"8743",8743,128,1,154,2.18,3.19,2,0
"8744",8744,67,1,154,1.43,3.13,2,0
"8745",8745,100,1,154,3.77,2.97,1,0
"8746",8746,22,1,154,2.49,3,2,0
"8747",8747,20,1,154,2.09,3.23,2,0
"8748",8748,70,1,154,5.53,2.58,1,1
"8749",8749,53,1,154,1.82,3.97,2,0
"8750",8750,12,1,154,2.93,3.19,1,0
"8751",8751,63,1,154,1.51,3.29,2,0
"8752",8752,39,1,154,1.77,3.29,1,0
"8753",8753,94,1,154,1.91,3.1,1,0
"8754",8754,18,1,154,1.77,3.44,1,0
"8755",8755,107,1,154,1.52,3.34,1,0
"8756",8756,25,1,154,2.08,2.66,2,1
"8757",8757,147,1,154,2.57,2.94,1,1
"8758",8758,92,1,154,1.28,3.78,1,0
"8759",8759,87,1,154,2.67,3.49,1,0
"8760",8760,111,1,154,2.34,3.83,1,1
"8761",8761,44,1,154,2.01,3.1,1,1
"8762",8762,139,1,154,0.85,3.97,1,0
"8763",8763,16,1,154,2.52,2.67,1,0
"8764",8764,88,1,154,3.13,3.07,1,0
"8765",8765,58,1,154,3.51,3.03,1,1
"8766",8766,95,1,154,2.32,3.99,1,1
"8767",8767,38,1,155,2.13,3.29,10,1
"8768",8768,68,1,155,2.96,2.94,5,0
"8769",8769,70,1,155,2.3,4.05,4,0
"8770",8770,34,1,155,2.82,2.94,4,1
"8771",8771,71,1,155,2.13,3.35,4,0
"8772",8772,75,1,155,3.43,3.45,3,1
"8773",8773,105,1,155,2.93,3.02,3,0
"8774",8774,41,1,155,2.48,3.68,3,0
"8775",8775,209,1,155,2.21,3.43,3,0
"8776",8776,31,1,155,2.54,3.31,3,1
"8777",8777,21,1,155,1.07,3.04,4,1
"8778",8778,67,1,155,0.85,2.9,3,0
"8779",8779,20,1,155,2.14,3.65,2,0
"8780",8780,62,1,155,2.5,3.95,3,1
"8781",8781,77,1,155,1.59,3.03,3,1
"8782",8782,12,1,155,2.23,2.57,6,1
"8783",8783,60,1,155,2.53,2.67,5,1
"8784",8784,170,1,155,2.49,4.54,5,0
"8785",8785,75,1,155,2.43,2.48,2,0
"8786",8786,125,1,155,2.17,3.2,2,0
"8787",8787,89,1,155,2.34,3.12,2,0
"8788",8788,17,1,155,1.53,2.59,1,1
"8789",8789,203,1,155,2.56,3.83,2,1
"8790",8790,137,1,155,2.16,3.19,2,0
"8791",8791,113,1,155,2.02,3.22,2,1
"8792",8792,60,1,155,2.47,3.41,2,0
"8793",8793,127,1,155,2.54,2.88,2,1
"8794",8794,110,1,155,2.69,3.3,1,0
"8795",8795,167,1,155,1.85,3.27,1,0
"8796",8796,114,1,155,2.74,3.25,1,0
"8797",8797,78,1,155,3,3.38,1,1
"8798",8798,75,1,155,3.13,3.18,1,0
"8799",8799,39,1,155,1.67,3.22,1,1
"8800",8800,41,1,155,2.07,3.23,1,1
"8801",8801,32,1,155,1.1,3.54,1,0
"8802",8802,177,1,155,2.35,3.13,1,0
"8803",8803,4,1,155,2.69,3.28,1,0
"8804",8804,82,1,155,2.86,3.35,1,0
"8805",8805,15,1,155,1.66,3.14,1,1
"8806",8806,73,1,156,2.52,3.49,5,0
"8807",8807,107,1,156,3.87,2.86,5,0
"8808",8808,67,1,156,3.24,3.42,8,0
"8809",8809,9,1,156,2.51,3.02,7,0
"8810",8810,10,1,156,2.78,2.95,6,1
"8811",8811,58,1,156,2.05,3.63,7,1
"8812",8812,25,1,156,1.87,3.76,5,1
"8813",8813,53,1,156,2.75,3.4,5,0
"8814",8814,109,1,156,3.09,2.77,6,1
"8815",8815,85,1,156,2.76,2.99,7,1
"8816",8816,43,1,156,3.46,3.14,6,0
"8817",8817,55,1,156,2,3.29,2,1
"8818",8818,82,1,157,3.53,3.04,6,0
"8819",8819,99,1,157,3.28,3.07,6,0
"8820",8820,40,1,157,3.19,2.8,5,0
"8821",8821,266,1,157,2.1,2.96,5,1
"8822",8822,245,1,157,3.2,3.06,5,1
"8823",8823,113,1,157,2.54,2.89,4,0
"8824",8824,183,1,157,3.03,3.36,5,1
"8825",8825,100,1,157,3.11,3.86,4,0
"8826",8826,19,1,157,3.44,3.41,4,0
"8827",8827,98,1,157,3.86,2.96,5,0
"8828",8828,38,1,157,2.08,3.72,3,0
"8829",8829,122,1,157,3.78,3.15,4,0
"8830",8830,143,1,157,3.69,4.19,4,1
"8831",8831,88,1,157,2.84,3.43,3,0
"8832",8832,87,1,157,2.92,3.38,4,0
"8833",8833,88,1,157,2.89,3.07,4,0
"8834",8834,15,1,157,3.06,3.56,5,0
"8835",8835,146,1,157,2.42,3.23,3,1
"8836",8836,42,1,157,3.09,3.21,6,0
"8837",8837,52,1,157,3.93,2.91,4,0
"8838",8838,85,1,157,2.65,3.14,3,0
"8839",8839,104,1,157,3.93,2.91,4,0
"8840",8840,84,1,157,2.31,4.15,3,0
"8841",8841,119,1,157,2.23,3.21,3,1
"8842",8842,26,1,157,3.42,3.48,3,0
"8843",8843,45,1,157,3.44,2.75,4,0
"8844",8844,113,1,157,3.27,3.09,3,0
"8845",8845,111,1,157,3.35,3.08,3,1
"8846",8846,108,1,157,2.92,2.86,2,0
"8847",8847,43,1,157,3.53,2.99,3,0
"8848",8848,65,1,157,2.76,3.17,2,0
"8849",8849,106,1,157,2.6,2.99,2,1
"8850",8850,117,1,157,3.63,3.33,2,1
"8851",8851,143,1,157,4.07,3.11,3,1
"8852",8852,252,1,157,2.5,3.45,2,0
"8853",8853,198,1,157,2.76,2.74,3,0
"8854",8854,92,1,157,2.76,2.96,3,1
"8855",8855,239,1,157,3,2.92,2,0
"8856",8856,30,1,157,2.87,2.97,3,1
"8857",8857,94,1,157,1.74,3.7,2,0
"8858",8858,193,1,157,2.74,3.46,2,1
"8859",8859,39,1,157,3.95,3.39,3,0
"8860",8860,57,1,157,2.3,3.02,3,0
"8861",8861,40,1,157,2.81,3.18,2,0
"8862",8862,61,1,157,2.85,2.91,2,1
"8863",8863,41,1,157,2.93,3.3,3,0
"8864",8864,161,1,157,3.86,3.22,2,1
"8865",8865,189,1,157,3.51,3.64,1,1
"8866",8866,23,1,157,3.25,3.44,2,1
"8867",8867,91,1,157,2.72,3.09,1,0
"8868",8868,122,1,157,3.14,3.02,2,1
"8869",8869,11,1,157,3.04,3.28,1,0
"8870",8870,130,1,157,3.14,3.02,2,1
"8871",8871,25,1,157,2.59,2.98,2,0
"8872",8872,12,1,157,3.82,3.16,1,0
"8873",8873,84,1,157,3.34,3.8,3,1
"8874",8874,6,1,157,3.1,3.48,2,0
"8875",8875,67,1,157,3.77,2.91,1,0
"8876",8876,119,1,157,3.23,3.19,2,0
"8877",8877,136,1,157,3.8,3.2,1,1
"8878",8878,153,1,157,3.72,3.26,2,0
"8879",8879,175,1,157,2.53,3.09,1,0
"8880",8880,248,1,157,2.57,2.43,1,0
"8881",8881,37,1,157,3.05,3.06,2,0
"8882",8882,111,1,157,1.87,3.34,1,1
"8883",8883,126,1,157,3.9,3.22,2,0
"8884",8884,42,1,157,2.7,3.3,1,1
"8885",8885,110,1,157,2.34,3.26,1,1
"8886",8886,171,1,157,3.27,3.32,2,0
"8887",8887,31,1,157,3.45,3.44,1,0
"8888",8888,58,1,157,3.28,3.4,2,0
"8889",8889,66,1,157,2.87,3.19,1,0
"8890",8890,132,1,157,3.16,3.29,2,1
"8891",8891,221,1,157,2.19,3.09,1,0
"8892",8892,151,1,157,3.46,3.33,1,0
"8893",8893,59,1,157,3.05,3.29,2,0
"8894",8894,46,1,157,3.6,3.47,3,1
"8895",8895,122,1,157,3.25,3.17,1,0
"8896",8896,101,1,157,3.93,3.15,2,1
"8897",8897,148,1,157,2.9,3.24,2,0
"8898",8898,74,1,157,3.55,3.16,1,0
"8899",8899,26,1,157,2.34,3.08,1,0
"8900",8900,69,1,157,2.43,3.52,2,0
"8901",8901,120,1,157,2.27,3.83,2,1
"8902",8902,213,1,157,2.33,3.48,1,1
"8903",8903,63,1,157,3.15,3.02,1,0
"8904",8904,201,1,157,3.82,2.84,1,0
"8905",8905,47,1,157,3.55,3.06,1,1
"8906",8906,106,1,157,3.25,3.63,1,0
"8907",8907,56,1,157,2.95,3.46,1,0
"8908",8908,111,1,157,3.13,3.25,1,1
"8909",8909,64,1,157,3.64,2.97,1,0
"8910",8910,56,1,157,3.31,3.58,1,1
"8911",8911,188,1,157,3.02,3.06,1,1
"8912",8912,129,1,157,3.13,3.2,1,1
"8913",8913,29,1,157,2.45,3.31,1,0
"8914",8914,127,1,157,3.05,3.03,1,1
"8915",8915,166,1,157,2.56,3.07,1,1
"8916",8916,55,1,157,2.95,3.03,1,0
