"Package","Item","Title","Rows","Cols","n_character","n_binary","n_factor","n_logical","n_numeric","CSV","Doc"
"Stat2Data","LongJumpOlympics2016","Olympic Men's Long Jump Gold Medal Distance (1900 - 2016)",28,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/LongJumpOlympics2016.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/LongJumpOlympics2016.html"
"Stat2Data","LosingSleep","Sleep Hours for Teenagers",446,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/LosingSleep.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/LosingSleep.html"
"Stat2Data","LostLetter","Return Rates for ""Lost"" Letters",140,8,0,7,2,0,6,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/LostLetter.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/LostLetter.html"
"Stat2Data","Marathon","Daily Training for a Marathon Runner",1127,9,0,2,4,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Marathon.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Marathon.html"
"Stat2Data","Markets","Daily Change in Dow Jones and Nikkei Stock Market Indices",56,5,0,1,1,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Markets.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Markets.html"
"Stat2Data","MathEnrollment","Enrollments in Math Courses",11,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MathEnrollment.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MathEnrollment.html"
"Stat2Data","MathPlacement","Math Placement Exam Results",2696,16,0,5,2,0,14,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MathPlacement.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MathPlacement.html"
"Stat2Data","MedGPA","GPA and Medical School Admission",55,11,0,3,2,0,9,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MedGPA.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MedGPA.html"
"Stat2Data","Meniscus","Meniscus Repair Methods",18,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Meniscus.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Meniscus.html"
"Stat2Data","MentalHealth","Mental Health Admissions",36,3,0,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MentalHealth.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MentalHealth.html"
"Stat2Data","MetabolicRate","Metabolic Rate of Caterpillars",305,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MetabolicRate.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MetabolicRate.html"
"Stat2Data","MetroCommutes","Commute Times",2000,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MetroCommutes.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MetroCommutes.html"
"Stat2Data","MetroHealth83","Health Services in Metropolitan Areas",83,16,0,0,1,0,15,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MetroHealth83.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MetroHealth83.html"
"Stat2Data","Migraines","Migraines and TMS",2,4,0,3,1,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Migraines.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Migraines.html"
"Stat2Data","Milgram","Ethics and a Milgram Experiment",37,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Milgram.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Milgram.html"
"Stat2Data","MLB2007Standings","Standings and Team Statistics from the 2007 Baseball Season",30,21,0,1,2,0,19,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MLB2007Standings.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MLB2007Standings.html"
"Stat2Data","MLBStandings2016","MLB Standings in 2016",30,21,0,1,2,0,19,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MLBStandings2016.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MLBStandings2016.html"
"Stat2Data","MothEggs","Moth Eggs",39,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MothEggs.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MothEggs.html"
"Stat2Data","MouseBrain","Effects of Serotonin in Mice",48,3,0,1,2,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MouseBrain.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MouseBrain.html"
"Stat2Data","MusicTime","Estimating Time with Different Music Playing",60,6,0,2,4,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/MusicTime.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/MusicTime.html"
"Stat2Data","NCbirths","North Carolina Birth Records",1450,15,0,5,2,0,13,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/NCbirths.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/NCbirths.html"
"Stat2Data","NFL2007Standings","NFL Standings for 2007 Regular Season",32,10,0,1,3,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/NFL2007Standings.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/NFL2007Standings.html"
"Stat2Data","NFLStandings2016","NFL Standings for 2016 Regular Season",32,11,0,1,1,0,10,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/NFLStandings2016.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/NFLStandings2016.html"
"Stat2Data","Nursing","Nursing Homes",52,7,0,1,0,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Nursing.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Nursing.html"
"Stat2Data","OilDeapsorbtion","Effect of Ultrasound on Oil Deapsorbtion",40,4,0,3,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/OilDeapsorbtion.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/OilDeapsorbtion.html"
"Stat2Data","Olives","Fenthion in Olive Oil",18,7,0,1,0,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Olives.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Olives.html"
"Stat2Data","Orings","Space Shuttle O-Rings",24,2,0,1,1,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Orings.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Orings.html"
"Stat2Data","Overdrawn","Overdrawn Checking Account?",450,4,0,2,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Overdrawn.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Overdrawn.html"
"Stat2Data","Oysters","Size of Oysters",30,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Oysters.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Oysters.html"
"Stat2Data","PalmBeach","Palm Beach Butterfly Ballot",67,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PalmBeach.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PalmBeach.html"
"Stat2Data","PeaceBridge2003","Monthly Peace Bridge Traffic ( 2003-2015)",156,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PeaceBridge2003.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PeaceBridge2003.html"
"Stat2Data","PeaceBridge2012","Monthly Peace Bridge Traffic ( 2012-2015)",48,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PeaceBridge2012.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PeaceBridge2012.html"
"Stat2Data","Pedometer","Pedometer Walking Data",68,8,0,1,3,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Pedometer.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Pedometer.html"
"Stat2Data","Perch","Perch Sizes",56,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Perch.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Perch.html"
"Stat2Data","PigFeed","Additives in Pig Feed",12,3,0,2,2,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PigFeed.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PigFeed.html"
"Stat2Data","Pines","Measurements of Pine Tree Seedlings",1000,15,0,4,0,0,15,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Pines.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Pines.html"
"Stat2Data","PKU","Dopamine levels with PKU in diets",20,4,0,2,3,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PKU.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PKU.html"
"Stat2Data","Political","Political Behavior of College Students",59,9,0,3,0,0,9,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Political.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Political.html"
"Stat2Data","Pollster08","2008 U.S. Presidential Election Polls",102,11,0,2,4,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Pollster08.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Pollster08.html"
"Stat2Data","Popcorn","Popcorn Popping Success",12,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Popcorn.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Popcorn.html"
"Stat2Data","PorscheJaguar","Porsche and Jaguar Prices",60,5,0,2,1,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PorscheJaguar.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PorscheJaguar.html"
"Stat2Data","PorschePrice","Porsche Prices",30,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/PorschePrice.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/PorschePrice.html"
"Stat2Data","Pulse","Pulse Rates and Exercise",232,7,0,2,0,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Pulse.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Pulse.html"
"Stat2Data","Putts1","Putting Success by Length (Long Form)",587,2,0,1,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Putts1.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Putts1.html"
"Stat2Data","Putts2","Putting Success by Length (Short Form)",5,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Putts2.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Putts2.html"
"Stat2Data","Putts3","Hypothetical Putting Data (Short Form)",5,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Putts3.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Putts3.html"
"Stat2Data","RacialAnimus","Racial Animus and City Demgraphics",196,7,0,0,1,0,6,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RacialAnimus.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RacialAnimus.html"
"Stat2Data","RadioactiveTwins","Comparing Twins Ability to Clear Radioactive Particles",30,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RadioactiveTwins.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RadioactiveTwins.html"
"Stat2Data","RailsTrails","Homes in Northampton MA Near Rail Trails",104,30,0,6,6,0,24,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RailsTrails.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RailsTrails.html"
"Stat2Data","Rectangles","Measurements of Rectangles",9,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Rectangles.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Rectangles.html"
"Stat2Data","ReligionGDP","Religion and GDP for Countries",44,9,0,6,1,0,8,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/ReligionGDP.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/ReligionGDP.html"
"Stat2Data","RepeatedPulse","Pulse Rates at Various Times of Day",104,3,0,0,2,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RepeatedPulse.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RepeatedPulse.html"
"Stat2Data","ResidualOil","US Residual Oil Production (Quarterly 1983-2016)",136,5,0,0,0,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/ResidualOil.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/ResidualOil.html"
"Stat2Data","Retirement","Yearly Contributions to a Supplemental Retirement Account",16,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Retirement.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Retirement.html"
"Stat2Data","Ricci","Firefighter Promotion Exam Scores",118,5,0,1,2,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Ricci.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Ricci.html"
"Stat2Data","RiverElements","Elements in River Water Samples",12,27,0,0,1,0,26,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RiverElements.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RiverElements.html"
"Stat2Data","RiverIron","Iron in River Water Samples",12,4,0,0,2,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/RiverIron.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/RiverIron.html"
"Stat2Data","SampleFG","Field Goal Attempts in the NFL",30,13,0,1,4,0,9,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SampleFG.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SampleFG.html"
"Stat2Data","SandwichAnts","Ants on Sandwiches",48,5,0,1,3,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SandwichAnts.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SandwichAnts.html"
"Stat2Data","SATGPA","SAT Scores and GPA",24,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SATGPA.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SATGPA.html"
"Stat2Data","SeaIce","Arctic Sea Ice (1979-2015)",37,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SeaIce.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SeaIce.html"
"Stat2Data","SeaSlugs","Sea Slug Larvae",36,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SeaSlugs.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SeaSlugs.html"
"Stat2Data","SleepingShrews","Shrew Heart Rates at Stages of Sleep",18,4,0,0,2,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SleepingShrews.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SleepingShrews.html"
"Stat2Data","Sparrows","Sparrow Measurements",116,3,0,0,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Sparrows.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Sparrows.html"
"Stat2Data","SpeciesArea","Land Area and Mammal Species",14,5,0,0,1,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SpeciesArea.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SpeciesArea.html"
"Stat2Data","Speed","Highway Fatality Rates (Yearly)",21,3,0,1,0,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Speed.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Speed.html"
"Stat2Data","SugarEthanol","Effects of Oxygen on Sugar Metabolism",16,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SugarEthanol.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SugarEthanol.html"
"Stat2Data","SuicideChina","Suicide Attempts in Shandong, China",2571,11,0,3,7,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/SuicideChina.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/SuicideChina.html"
"Stat2Data","Swahili","Attitudes Towards Swahili in Kenyan Schools",480,4,0,2,3,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Swahili.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Swahili.html"
"Stat2Data","Tadpoles","Effects of a Fungus on Tadpoles",27,4,0,1,1,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Tadpoles.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Tadpoles.html"
"Stat2Data","TechStocks","Daily Prices of Three Tech Stocks",504,5,0,0,1,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TechStocks.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TechStocks.html"
"Stat2Data","TeenPregnancy","State Teen Pregnancy Rates",50,4,0,0,2,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TeenPregnancy.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TeenPregnancy.html"
"Stat2Data","TextPrices","Textbook Prices",30,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TextPrices.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TextPrices.html"
"Stat2Data","ThomasConfirmation","US Senate Votes on Clarence Thomas Confirmation",100,6,0,3,4,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/ThomasConfirmation.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/ThomasConfirmation.html"
"Stat2Data","ThreeCars","Prices of Three Used Car Models (2007)",90,8,0,3,1,0,7,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/ThreeCars.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/ThreeCars.html"
"Stat2Data","ThreeCars2017","Price, Age, and Mileage of Three Used Car Models",90,7,0,3,1,0,6,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/ThreeCars2017.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/ThreeCars2017.html"
"Stat2Data","TipJoke","Improve Chances of Getting a Tip?",211,5,0,4,1,0,4,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TipJoke.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TipJoke.html"
"Stat2Data","Titanic","Passengers on the Titanic",1313,6,0,3,3,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Titanic.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Titanic.html"
"Stat2Data","TMS","Migraines and TMS",2,4,0,3,1,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TMS.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TMS.html"
"Stat2Data","TomlinsonRush","LaDainian Tomlinson Rushing Yards",16,4,0,0,1,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TomlinsonRush.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TomlinsonRush.html"
"Stat2Data","TwinsLungs","Comparing Twins Ability to Clear Radioactive Particles",14,3,0,1,2,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/TwinsLungs.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/TwinsLungs.html"
"Stat2Data","Undoing","Defense of Undoing OCD Symptoms in Psychotherapy",44,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Undoing.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Undoing.html"
"Stat2Data","USstamps","Price of US Stamps",25,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/USstamps.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/USstamps.html"
"Stat2Data","VisualVerbal","Visual versus Verbal Performance",80,5,0,2,4,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/VisualVerbal.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/VisualVerbal.html"
"Stat2Data","Volts","Voltage Drop for a Discharging Capacitor",50,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Volts.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Volts.html"
"Stat2Data","WalkingBabies","Effects of Exercise on First Walking",24,2,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WalkingBabies.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WalkingBabies.html"
"Stat2Data","WalkTheDogs","Did the Author Walk the Dogs Today?",223,7,0,1,2,0,5,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WalkTheDogs.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WalkTheDogs.html"
"Stat2Data","WeightLossIncentive","Do Financial Incentives Improve Weight Loss?",38,3,0,1,1,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WeightLossIncentive.html"
"Stat2Data","WeightLossIncentive4","Do Financial Incentives Improve Weight Loss? (4 Months)",36,2,0,1,1,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive4.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WeightLossIncentive4.html"
"Stat2Data","WeightLossIncentive7","Do Financial Incentives Improve Weight Loss? (7 Months)",33,2,0,1,1,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WeightLossIncentive7.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WeightLossIncentive7.html"
"Stat2Data","Whickham2","Whickham Health Study",1314,5,0,4,3,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Whickham2.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Whickham2.html"
"Stat2Data","WordMemory","Experiment on Word Memory",40,4,0,2,3,0,1,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WordMemory.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WordMemory.html"
"Stat2Data","WordsWithFriends","Words with Friends Scores",444,11,0,5,2,0,9,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/WordsWithFriends.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/WordsWithFriends.html"
"Stat2Data","Wrinkle","Moving Wet Objects with Wrinkled Fingers",80,7,0,4,4,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Wrinkle.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Wrinkle.html"
"Stat2Data","YouthRisk","Annual survey of health-risk youth behaviors",13387,6,0,4,0,0,6,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/YouthRisk.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/YouthRisk.html"
"Stat2Data","YouthRisk2007","Riding with a Driver Who Has Been Drinking",13387,6,0,4,0,0,6,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/YouthRisk2007.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/YouthRisk2007.html"
"Stat2Data","YouthRisk2009","Youth Risk Survey",500,6,0,2,3,0,3,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/YouthRisk2009.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/YouthRisk2009.html"
"Stat2Data","Zimmerman","Stand Your Ground Simpson's Paradox",220,5,0,5,3,0,2,"https://jemus42.github.io/Rdatasets/csv/Stat2Data/Zimmerman.csv","https://jemus42.github.io/Rdatasets/doc/Stat2Data/Zimmerman.html"
"stevedata","af_crime93","Statewide Crime Data (1993)",51,8,1,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/stevedata/af_crime93.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/af_crime93.html"
"stevedata","aluminum_premiums","LME Aluminum Premiums Data",3664,3,0,0,1,0,1,"https://jemus42.github.io/Rdatasets/csv/stevedata/aluminum_premiums.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/aluminum_premiums.html"
"stevedata","anes_partytherms","Major Party (Democrat, Republican) Thermometer Index Data (1978-2012)",33830,19,1,2,0,0,18,"https://jemus42.github.io/Rdatasets/csv/stevedata/anes_partytherms.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/anes_partytherms.html"
"stevedata","anes_prochoice","Abortion Attitudes (ANES, 2012)",5914,14,1,1,0,0,13,"https://jemus42.github.io/Rdatasets/csv/stevedata/anes_prochoice.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/anes_prochoice.html"
"stevedata","anes_vote84","Simple Data for a Simple Model of Individual Voter Turnout (ANES, 1984)",2257,9,1,4,0,0,8,"https://jemus42.github.io/Rdatasets/csv/stevedata/anes_vote84.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/anes_vote84.html"
"stevedata","Arca","NYSE Arca Steel Index data, 2017–present",966,5,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/stevedata/Arca.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/Arca.html"
"stevedata","arcticseaice","Arctic Sea Ice Extent Data, 1901-2015",115,4,0,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/stevedata/arcticseaice.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/arcticseaice.html"
"stevedata","arg_tariff","Simple Mean Tariff Rate for Argentina",39,3,1,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/stevedata/arg_tariff.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/arg_tariff.html"
"stevedata","asn_stats","Aviation Safety Network Statistics, 1942-2019",78,7,0,0,0,0,7,"https://jemus42.github.io/Rdatasets/csv/stevedata/asn_stats.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/asn_stats.html"
"stevedata","CFT15","Randomization Inference in the Regression Discontinuity Design: An Application to Party Advantages in the U.S. Senate",1390,9,0,1,0,0,9,"https://jemus42.github.io/Rdatasets/csv/stevedata/CFT15.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/CFT15.html"
"stevedata","clemson_temps","Daily Clemson Temperature Data",33143,7,0,0,0,0,6,"https://jemus42.github.io/Rdatasets/csv/stevedata/clemson_temps.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/clemson_temps.html"
"stevedata","co2emissions","Carbon Dioxide Emissions Data",3099,2,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/stevedata/co2emissions.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/co2emissions.html"
"stevedata","coffee_imports","Coffee Imports for Select Importing Countries",30,3,0,0,0,0,3,"https://jemus42.github.io/Rdatasets/csv/stevedata/coffee_imports.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/coffee_imports.html"
"stevedata","coffee_price","The Primary Commodity Price for Coffee (Arabica, Robustas)",499,3,0,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/stevedata/coffee_price.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/coffee_price.html"
"stevedata","CP77","Education Expenditure Data (Chatterjee and Price, 1977)",50,6,2,0,0,0,4,"https://jemus42.github.io/Rdatasets/csv/stevedata/CP77.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/CP77.html"
"stevedata","Datasaurus","The Datasaurus Dozen",1846,3,1,0,0,0,2,"https://jemus42.github.io/Rdatasets/csv/stevedata/Datasaurus.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/Datasaurus.html"
"stevedata","Dee04","Are There Civics Returns to Education?",9227,8,0,6,0,0,8,"https://jemus42.github.io/Rdatasets/csv/stevedata/Dee04.csv","https://jemus42.github.io/Rdatasets/doc/stevedata/Dee04.html"
