"","age","sex","year","deaths","id"
"129.2009",64,"men",2009,670,129
"132.2009",65,"women",2009,463,132
"131.2009",65,"men",2009,734,131
"134.2009",66,"women",2009,431,134
"133.2009",66,"men",2009,709,133
"136.2009",67,"women",2009,476,136
"135.2009",67,"men",2009,660,135
"138.2009",68,"women",2009,417,138
"137.2009",68,"men",2009,651,137
"140.2009",69,"women",2009,505,140
"139.2009",69,"men",2009,763,139
"142.2009",70,"women",2009,545,142
"141.2009",70,"men",2009,749,141
"144.2009",71,"women",2009,544,144
"143.2009",71,"men",2009,808,143
"146.2009",72,"women",2009,598,146
"145.2009",72,"men",2009,826,145
"148.2009",73,"women",2009,674,148
"147.2009",73,"men",2009,913,147
"150.2009",74,"women",2009,691,150
"149.2009",74,"men",2009,956,149
"152.2009",75,"women",2009,702,152
"151.2009",75,"men",2009,987,151
"154.2009",76,"women",2009,770,154
"153.2009",76,"men",2009,1095,153
"156.2009",77,"women",2009,898,156
"155.2009",77,"men",2009,1171,155
"158.2009",78,"women",2009,1037,158
"157.2009",78,"men",2009,1279,157
"160.2009",79,"women",2009,1106,160
"159.2009",79,"men",2009,1295,159
"162.2009",80,"women",2009,1261,162
"161.2009",80,"men",2009,1495,161
"164.2009",81,"women",2009,1327,164
"163.2009",81,"men",2009,1503,163
"166.2009",82,"women",2009,1500,166
"165.2009",82,"men",2009,1540,165
"168.2009",83,"women",2009,1699,168
"167.2009",83,"men",2009,1653,167
"170.2009",84,"women",2009,1871,170
"169.2009",84,"men",2009,1707,169
"172.2009",85,"women",2009,1995,172
"171.2009",85,"men",2009,1808,171
"174.2009",86,"women",2009,2060,174
"173.2009",86,"men",2009,1714,173
"176.2009",87,"women",2009,2380,176
"175.2009",87,"men",2009,1784,175
"178.2009",88,"women",2009,2456,178
"177.2009",88,"men",2009,1761,177
"180.2009",89,"women",2009,2388,180
"179.2009",89,"men",2009,1529,179
"182.2009",90,"women",2009,1894,182
"181.2009",90,"men",2009,1201,181
"184.2009",91,"women",2009,1836,184
"183.2009",91,"men",2009,1052,183
"186.2009",92,"women",2009,1785,186
"185.2009",92,"men",2009,892,185
"188.2009",93,"women",2009,1556,188
"187.2009",93,"men",2009,735,187
"190.2009",94,"women",2009,1368,190
"189.2009",94,"men",2009,600,189
"192.2009",95,"women",2009,1147,192
"191.2009",95,"men",2009,464,191
"194.2009",96,"women",2009,882,194
"193.2009",96,"men",2009,316,193
"196.2009",97,"women",2009,713,196
"195.2009",97,"men",2009,221,195
"198.2009",98,"women",2009,525,198
"197.2009",98,"men",2009,169,197
"200.2009",99,"women",2009,381,200
"199.2009",99,"men",2009,104,199
"202.2009",100,"women",2009,632,202
"201.2009",100,"men",2009,146,201
"2.2010",0,"women",2010,134,2
"1.2010",0,"men",2010,160,1
"4.2010",1,"women",2010,15,4
"3.2010",1,"men",2010,13,3
"6.2010",2,"women",2010,6,6
"5.2010",2,"men",2010,8,5
"8.2010",3,"women",2010,5,8
"7.2010",3,"men",2010,7,7
"10.2010",4,"women",2010,4,10
"9.2010",4,"men",2010,8,9
"12.2010",5,"women",2010,3,12
"11.2010",5,"men",2010,1,11
"14.2010",6,"women",2010,4,14
"13.2010",6,"men",2010,3,13
"16.2010",7,"women",2010,5,16
"15.2010",7,"men",2010,5,15
"18.2010",8,"women",2010,6,18
"17.2010",8,"men",2010,1,17
"20.2010",9,"women",2010,1,20
"19.2010",9,"men",2010,3,19
"22.2010",10,"women",2010,2,22
"21.2010",10,"men",2010,2,21
"24.2010",11,"women",2010,1,24
"23.2010",11,"men",2010,4,23
"26.2010",12,"women",2010,7,26
"25.2010",12,"men",2010,6,25
"28.2010",13,"women",2010,3,28
"27.2010",13,"men",2010,8,27
"30.2010",14,"women",2010,6,30
"29.2010",14,"men",2010,5,29
"32.2010",15,"women",2010,6,32
"31.2010",15,"men",2010,10,31
"34.2010",16,"women",2010,12,34
"33.2010",16,"men",2010,16,33
"36.2010",17,"women",2010,14,36
"35.2010",17,"men",2010,20,35
"38.2010",18,"women",2010,17,38
"37.2010",18,"men",2010,30,37
"40.2010",19,"women",2010,11,40
"39.2010",19,"men",2010,34,39
"42.2010",20,"women",2010,14,42
"41.2010",20,"men",2010,34,41
"44.2010",21,"women",2010,18,44
"43.2010",21,"men",2010,49,43
"46.2010",22,"women",2010,14,46
"45.2010",22,"men",2010,35,45
"48.2010",23,"women",2010,11,48
"47.2010",23,"men",2010,46,47
"50.2010",24,"women",2010,18,50
"49.2010",24,"men",2010,45,49
"52.2010",25,"women",2010,17,52
"51.2010",25,"men",2010,46,51
"54.2010",26,"women",2010,16,54
"53.2010",26,"men",2010,31,53
"56.2010",27,"women",2010,11,56
"55.2010",27,"men",2010,43,55
"58.2010",28,"women",2010,16,58
"57.2010",28,"men",2010,45,57
"60.2010",29,"women",2010,12,60
"59.2010",29,"men",2010,50,59
"62.2010",30,"women",2010,13,62
"61.2010",30,"men",2010,33,61
"64.2010",31,"women",2010,16,64
"63.2010",31,"men",2010,45,63
"66.2010",32,"women",2010,18,66
"65.2010",32,"men",2010,51,65
"68.2010",33,"women",2010,25,68
"67.2010",33,"men",2010,34,67
"70.2010",34,"women",2010,21,70
"69.2010",34,"men",2010,37,69
"72.2010",35,"women",2010,17,72
"71.2010",35,"men",2010,42,71
"74.2010",36,"women",2010,28,74
"73.2010",36,"men",2010,42,73
"76.2010",37,"women",2010,24,76
"75.2010",37,"men",2010,38,75
"78.2010",38,"women",2010,29,78
"77.2010",38,"men",2010,44,77
"80.2010",39,"women",2010,36,80
"79.2010",39,"men",2010,61,79
"82.2010",40,"women",2010,37,82
"81.2010",40,"men",2010,68,81
"84.2010",41,"women",2010,36,84
"83.2010",41,"men",2010,67,83
"86.2010",42,"women",2010,41,86
"85.2010",42,"men",2010,84,85
"88.2010",43,"women",2010,54,88
"87.2010",43,"men",2010,91,87
"90.2010",44,"women",2010,49,90
"89.2010",44,"men",2010,73,89
"92.2010",45,"women",2010,61,92
"91.2010",45,"men",2010,93,91
"94.2010",46,"women",2010,65,94
"93.2010",46,"men",2010,122,93
"96.2010",47,"women",2010,70,96
"95.2010",47,"men",2010,124,95
"98.2010",48,"women",2010,84,98
"97.2010",48,"men",2010,144,97
"100.2010",49,"women",2010,94,100
"99.2010",49,"men",2010,141,99
"102.2010",50,"women",2010,97,102
"101.2010",50,"men",2010,168,101
"104.2010",51,"women",2010,103,104
"103.2010",51,"men",2010,163,103
"106.2010",52,"women",2010,137,106
"105.2010",52,"men",2010,189,105
"108.2010",53,"women",2010,130,108
"107.2010",53,"men",2010,212,107
"110.2010",54,"women",2010,128,110
"109.2010",54,"men",2010,245,109
"112.2010",55,"women",2010,138,112
"111.2010",55,"men",2010,250,111
"114.2010",56,"women",2010,176,114
"113.2010",56,"men",2010,291,113
"116.2010",57,"women",2010,189,116
"115.2010",57,"men",2010,303,115
"118.2010",58,"women",2010,230,118
"117.2010",58,"men",2010,320,117
"120.2010",59,"women",2010,242,120
"119.2010",59,"men",2010,390,119
"122.2010",60,"women",2010,295,122
"121.2010",60,"men",2010,435,121
"124.2010",61,"women",2010,325,124
"123.2010",61,"men",2010,477,123
"126.2010",62,"women",2010,355,126
"125.2010",62,"men",2010,546,125
"128.2010",63,"women",2010,389,128
"127.2010",63,"men",2010,599,127
"130.2010",64,"women",2010,485,130
"129.2010",64,"men",2010,731,129
"132.2010",65,"women",2010,494,132
"131.2010",65,"men",2010,739,131
"134.2010",66,"women",2010,471,134
"133.2010",66,"men",2010,765,133
"136.2010",67,"women",2010,491,136
"135.2010",67,"men",2010,767,135
"138.2010",68,"women",2010,486,138
"137.2010",68,"men",2010,697,137
"140.2010",69,"women",2010,496,140
"139.2010",69,"men",2010,755,139
"142.2010",70,"women",2010,519,142
"141.2010",70,"men",2010,829,141
"144.2010",71,"women",2010,532,144
"143.2010",71,"men",2010,838,143
"146.2010",72,"women",2010,594,146
"145.2010",72,"men",2010,863,145
"148.2010",73,"women",2010,655,148
"147.2010",73,"men",2010,877,147
"150.2010",74,"women",2010,718,150
"149.2010",74,"men",2010,944,149
"152.2010",75,"women",2010,724,152
"151.2010",75,"men",2010,1033,151
"154.2010",76,"women",2010,789,154
"153.2010",76,"men",2010,1014,153
"156.2010",77,"women",2010,891,156
"155.2010",77,"men",2010,1174,155
"158.2010",78,"women",2010,1032,158
"157.2010",78,"men",2010,1325,157
"160.2010",79,"women",2010,1150,160
"159.2010",79,"men",2010,1349,159
"162.2010",80,"women",2010,1192,162
"161.2010",80,"men",2010,1452,161
"164.2010",81,"women",2010,1375,164
"163.2010",81,"men",2010,1484,163
"166.2010",82,"women",2010,1480,166
"165.2010",82,"men",2010,1560,165
"168.2010",83,"women",2010,1646,168
"167.2010",83,"men",2010,1660,167
"170.2010",84,"women",2010,1796,170
"169.2010",84,"men",2010,1648,169
"172.2010",85,"women",2010,1941,172
"171.2010",85,"men",2010,1715,171
"174.2010",86,"women",2010,2030,174
"173.2010",86,"men",2010,1748,173
"176.2010",87,"women",2010,2215,176
"175.2010",87,"men",2010,1696,175
"178.2010",88,"women",2010,2410,178
"177.2010",88,"men",2010,1688,177
"180.2010",89,"women",2010,2459,180
"179.2010",89,"men",2010,1586,179
"182.2010",90,"women",2010,2319,182
"181.2010",90,"men",2010,1456,181
"184.2010",91,"women",2010,1903,184
"183.2010",91,"men",2010,1084,183
"186.2010",92,"women",2010,1783,186
"185.2010",92,"men",2010,894,185
"188.2010",93,"women",2010,1609,188
"187.2010",93,"men",2010,747,187
"190.2010",94,"women",2010,1402,190
"189.2010",94,"men",2010,577,189
"192.2010",95,"women",2010,1146,192
"191.2010",95,"men",2010,414,191
"194.2010",96,"women",2010,928,194
"193.2010",96,"men",2010,334,193
"196.2010",97,"women",2010,704,196
"195.2010",97,"men",2010,243,195
"198.2010",98,"women",2010,540,198
"197.2010",98,"men",2010,151,197
"200.2010",99,"women",2010,341,200
"199.2010",99,"men",2010,108,199
"202.2010",100,"women",2010,680,202
"201.2010",100,"men",2010,165,201
"2.2011",0,"women",2011,107,2
"1.2011",0,"men",2011,128,1
"4.2011",1,"women",2011,12,4
"3.2011",1,"men",2011,18,3
"6.2011",2,"women",2011,2,6
"5.2011",2,"men",2011,3,5
"8.2011",3,"women",2011,5,8
"7.2011",3,"men",2011,8,7
"10.2011",4,"women",2011,4,10
"9.2011",4,"men",2011,8,9
"12.2011",5,"women",2011,4,12
"11.2011",5,"men",2011,2,11
"14.2011",6,"women",2011,2,14
"13.2011",6,"men",2011,4,13
"16.2011",7,"women",2011,4,16
"15.2011",7,"men",2011,7,15
"18.2011",8,"women",2011,9,18
"17.2011",8,"men",2011,2,17
"20.2011",9,"women",2011,6,20
"19.2011",9,"men",2011,7,19
"22.2011",10,"women",2011,7,22
"21.2011",10,"men",2011,3,21
"24.2011",11,"women",2011,5,24
"23.2011",11,"men",2011,4,23
"26.2011",12,"women",2011,3,26
"25.2011",12,"men",2011,3,25
"28.2011",13,"women",2011,2,28
"27.2011",13,"men",2011,6,27
"30.2011",14,"women",2011,4,30
"29.2011",14,"men",2011,6,29
"32.2011",15,"women",2011,6,32
"31.2011",15,"men",2011,10,31
"34.2011",16,"women",2011,8,34
"33.2011",16,"men",2011,11,33
"36.2011",17,"women",2011,13,36
"35.2011",17,"men",2011,25,35
"38.2011",18,"women",2011,19,38
"37.2011",18,"men",2011,26,37
"40.2011",19,"women",2011,13,40
"39.2011",19,"men",2011,40,39
"42.2011",20,"women",2011,18,42
"41.2011",20,"men",2011,31,41
"44.2011",21,"women",2011,12,44
"43.2011",21,"men",2011,47,43
"46.2011",22,"women",2011,15,46
"45.2011",22,"men",2011,40,45
"48.2011",23,"women",2011,13,48
"47.2011",23,"men",2011,45,47
"50.2011",24,"women",2011,19,50
"49.2011",24,"men",2011,41,49
"52.2011",25,"women",2011,19,52
"51.2011",25,"men",2011,40,51
"54.2011",26,"women",2011,17,54
"53.2011",26,"men",2011,40,53
"56.2011",27,"women",2011,16,56
"55.2011",27,"men",2011,39,55
"58.2011",28,"women",2011,14,58
"57.2011",28,"men",2011,41,57
"60.2011",29,"women",2011,23,60
"59.2011",29,"men",2011,38,59
"62.2011",30,"women",2011,14,62
"61.2011",30,"men",2011,38,61
"64.2011",31,"women",2011,18,64
"63.2011",31,"men",2011,54,63
"66.2011",32,"women",2011,19,66
"65.2011",32,"men",2011,32,65
"68.2011",33,"women",2011,26,68
"67.2011",33,"men",2011,34,67
"70.2011",34,"women",2011,26,70
"69.2011",34,"men",2011,46,69
"72.2011",35,"women",2011,23,72
"71.2011",35,"men",2011,43,71
"74.2011",36,"women",2011,30,74
"73.2011",36,"men",2011,49,73
"76.2011",37,"women",2011,26,76
"75.2011",37,"men",2011,43,75
"78.2011",38,"women",2011,33,78
"77.2011",38,"men",2011,51,77
"80.2011",39,"women",2011,39,80
"79.2011",39,"men",2011,53,79
"82.2011",40,"women",2011,23,82
"81.2011",40,"men",2011,64,81
"84.2011",41,"women",2011,35,84
"83.2011",41,"men",2011,57,83
"86.2011",42,"women",2011,50,86
"85.2011",42,"men",2011,60,85
"88.2011",43,"women",2011,42,88
"87.2011",43,"men",2011,83,87
"90.2011",44,"women",2011,60,90
"89.2011",44,"men",2011,114,89
"92.2011",45,"women",2011,69,92
"91.2011",45,"men",2011,98,91
"94.2011",46,"women",2011,78,94
"93.2011",46,"men",2011,117,93
"96.2011",47,"women",2011,84,96
"95.2011",47,"men",2011,130,95
"98.2011",48,"women",2011,65,98
"97.2011",48,"men",2011,141,97
"100.2011",49,"women",2011,83,100
"99.2011",49,"men",2011,156,99
"102.2011",50,"women",2011,116,102
"101.2011",50,"men",2011,157,101
"104.2011",51,"women",2011,99,104
"103.2011",51,"men",2011,174,103
"106.2011",52,"women",2011,97,106
"105.2011",52,"men",2011,161,105
"108.2011",53,"women",2011,152,108
"107.2011",53,"men",2011,201,107
"110.2011",54,"women",2011,150,110
"109.2011",54,"men",2011,219,109
"112.2011",55,"women",2011,187,112
"111.2011",55,"men",2011,264,111
"114.2011",56,"women",2011,174,114
"113.2011",56,"men",2011,290,113
"116.2011",57,"women",2011,189,116
"115.2011",57,"men",2011,262,115
"118.2011",58,"women",2011,200,118
"117.2011",58,"men",2011,355,117
"120.2011",59,"women",2011,204,120
"119.2011",59,"men",2011,396,119
"122.2011",60,"women",2011,281,122
"121.2011",60,"men",2011,387,121
"124.2011",61,"women",2011,278,124
"123.2011",61,"men",2011,454,123
"126.2011",62,"women",2011,316,126
"125.2011",62,"men",2011,482,125
"128.2011",63,"women",2011,367,128
"127.2011",63,"men",2011,566,127
"130.2011",64,"women",2011,445,130
"129.2011",64,"men",2011,637,129
"132.2011",65,"women",2011,445,132
"131.2011",65,"men",2011,743,131
"134.2011",66,"women",2011,470,134
"133.2011",66,"men",2011,796,133
"136.2011",67,"women",2011,498,136
"135.2011",67,"men",2011,797,135
"138.2011",68,"women",2011,481,138
"137.2011",68,"men",2011,844,137
"140.2011",69,"women",2011,523,140
"139.2011",69,"men",2011,830,139
"142.2011",70,"women",2011,508,142
"141.2011",70,"men",2011,781,141
"144.2011",71,"women",2011,593,144
"143.2011",71,"men",2011,835,143
"146.2011",72,"women",2011,653,146
"145.2011",72,"men",2011,864,145
"148.2011",73,"women",2011,625,148
"147.2011",73,"men",2011,923,147
"150.2011",74,"women",2011,678,150
"149.2011",74,"men",2011,937,149
"152.2011",75,"women",2011,736,152
"151.2011",75,"men",2011,985,151
"154.2011",76,"women",2011,795,154
"153.2011",76,"men",2011,1101,153
"156.2011",77,"women",2011,808,156
"155.2011",77,"men",2011,1129,155
"158.2011",78,"women",2011,893,158
"157.2011",78,"men",2011,1227,157
"160.2011",79,"women",2011,1113,160
"159.2011",79,"men",2011,1319,159
"162.2011",80,"women",2011,1222,162
"161.2011",80,"men",2011,1366,161
"164.2011",81,"women",2011,1364,164
"163.2011",81,"men",2011,1365,163
"166.2011",82,"women",2011,1514,166
"165.2011",82,"men",2011,1512,165
"168.2011",83,"women",2011,1582,168
"167.2011",83,"men",2011,1662,167
"170.2011",84,"women",2011,1739,170
"169.2011",84,"men",2011,1665,169
"172.2011",85,"women",2011,1900,172
"171.2011",85,"men",2011,1712,171
"174.2011",86,"women",2011,2116,174
"173.2011",86,"men",2011,1697,173
"176.2011",87,"women",2011,2132,176
"175.2011",87,"men",2011,1705,175
"178.2011",88,"women",2011,2233,178
"177.2011",88,"men",2011,1559,177
"180.2011",89,"women",2011,2383,180
"179.2011",89,"men",2011,1544,179
"182.2011",90,"women",2011,2386,182
"181.2011",90,"men",2011,1459,181
"184.2011",91,"women",2011,2196,184
"183.2011",91,"men",2011,1305,183
"186.2011",92,"women",2011,1740,186
"185.2011",92,"men",2011,955,185
"188.2011",93,"women",2011,1607,188
"187.2011",93,"men",2011,758,187
"190.2011",94,"women",2011,1375,190
"189.2011",94,"men",2011,618,189
"192.2011",95,"women",2011,1174,192
"191.2011",95,"men",2011,449,191
"194.2011",96,"women",2011,921,194
"193.2011",96,"men",2011,317,193
"196.2011",97,"women",2011,763,196
"195.2011",97,"men",2011,252,195
"198.2011",98,"women",2011,598,198
"197.2011",98,"men",2011,162,197
"200.2011",99,"women",2011,387,200
"199.2011",99,"men",2011,102,199
"202.2011",100,"women",2011,694,202
"201.2011",100,"men",2011,128,201
"2.2012",0,"women",2012,126,2
"1.2012",0,"men",2012,167,1
"4.2012",1,"women",2012,7,4
"3.2012",1,"men",2012,11,3
"6.2012",2,"women",2012,6,6
"5.2012",2,"men",2012,9,5
"8.2012",3,"women",2012,6,8
"7.2012",3,"men",2012,6,7
"10.2012",4,"women",2012,4,10
"9.2012",4,"men",2012,10,9
"12.2012",5,"women",2012,2,12
"11.2012",5,"men",2012,5,11
"14.2012",6,"women",2012,1,14
"13.2012",6,"men",2012,3,13
"16.2012",7,"women",2012,5,16
"15.2012",7,"men",2012,3,15
"18.2012",8,"women",2012,5,18
"17.2012",8,"men",2012,8,17
"20.2012",9,"women",2012,0,20
"19.2012",9,"men",2012,3,19
"22.2012",10,"women",2012,4,22
"21.2012",10,"men",2012,6,21
"24.2012",11,"women",2012,4,24
"23.2012",11,"men",2012,5,23
"26.2012",12,"women",2012,5,26
"25.2012",12,"men",2012,3,25
"28.2012",13,"women",2012,8,28
"27.2012",13,"men",2012,5,27
"30.2012",14,"women",2012,5,30
"29.2012",14,"men",2012,6,29
"32.2012",15,"women",2012,7,32
"31.2012",15,"men",2012,10,31
"34.2012",16,"women",2012,11,34
"33.2012",16,"men",2012,15,33
"36.2012",17,"women",2012,12,36
"35.2012",17,"men",2012,20,35
"38.2012",18,"women",2012,11,38
"37.2012",18,"men",2012,19,37
"40.2012",19,"women",2012,9,40
"39.2012",19,"men",2012,24,39
"42.2012",20,"women",2012,11,42
"41.2012",20,"men",2012,30,41
"44.2012",21,"women",2012,19,44
"43.2012",21,"men",2012,43,43
"46.2012",22,"women",2012,16,46
"45.2012",22,"men",2012,52,45
"48.2012",23,"women",2012,10,48
"47.2012",23,"men",2012,37,47
"50.2012",24,"women",2012,12,50
"49.2012",24,"men",2012,51,49
"52.2012",25,"women",2012,16,52
"51.2012",25,"men",2012,38,51
"54.2012",26,"women",2012,10,54
"53.2012",26,"men",2012,59,53
"56.2012",27,"women",2012,14,56
"55.2012",27,"men",2012,41,55
"58.2012",28,"women",2012,12,58
"57.2012",28,"men",2012,44,57
"60.2012",29,"women",2012,11,60
"59.2012",29,"men",2012,42,59
"62.2012",30,"women",2012,14,62
"61.2012",30,"men",2012,33,61
"64.2012",31,"women",2012,21,64
"63.2012",31,"men",2012,38,63
"66.2012",32,"women",2012,19,66
"65.2012",32,"men",2012,38,65
"68.2012",33,"women",2012,18,68
"67.2012",33,"men",2012,46,67
"70.2012",34,"women",2012,22,70
"69.2012",34,"men",2012,40,69
"72.2012",35,"women",2012,31,72
"71.2012",35,"men",2012,43,71
"74.2012",36,"women",2012,22,74
"73.2012",36,"men",2012,34,73
"76.2012",37,"women",2012,28,76
"75.2012",37,"men",2012,47,75
"78.2012",38,"women",2012,47,78
"77.2012",38,"men",2012,58,77
"80.2012",39,"women",2012,45,80
"79.2012",39,"men",2012,60,79
"82.2012",40,"women",2012,27,82
"81.2012",40,"men",2012,68,81
"84.2012",41,"women",2012,41,84
"83.2012",41,"men",2012,66,83
"86.2012",42,"women",2012,57,86
"85.2012",42,"men",2012,56,85
"88.2012",43,"women",2012,41,88
"87.2012",43,"men",2012,68,87
"90.2012",44,"women",2012,49,90
"89.2012",44,"men",2012,96,89
"92.2012",45,"women",2012,76,92
"91.2012",45,"men",2012,92,91
"94.2012",46,"women",2012,88,94
"93.2012",46,"men",2012,116,93
"96.2012",47,"women",2012,96,96
"95.2012",47,"men",2012,126,95
"98.2012",48,"women",2012,76,98
"97.2012",48,"men",2012,138,97
"100.2012",49,"women",2012,86,100
"99.2012",49,"men",2012,155,99
"102.2012",50,"women",2012,123,102
"101.2012",50,"men",2012,127,101
"104.2012",51,"women",2012,106,104
"103.2012",51,"men",2012,163,103
"106.2012",52,"women",2012,111,106
"105.2012",52,"men",2012,166,105
"108.2012",53,"women",2012,144,108
"107.2012",53,"men",2012,218,107
"110.2012",54,"women",2012,159,110
"109.2012",54,"men",2012,230,109
"112.2012",55,"women",2012,160,112
"111.2012",55,"men",2012,266,111
"114.2012",56,"women",2012,166,114
"113.2012",56,"men",2012,281,113
"116.2012",57,"women",2012,200,116
"115.2012",57,"men",2012,272,115
"118.2012",58,"women",2012,188,118
"117.2012",58,"men",2012,304,117
"120.2012",59,"women",2012,220,120
"119.2012",59,"men",2012,338,119
"122.2012",60,"women",2012,250,122
"121.2012",60,"men",2012,389,121
"124.2012",61,"women",2012,278,124
"123.2012",61,"men",2012,438,123
"126.2012",62,"women",2012,307,126
"125.2012",62,"men",2012,491,125
"128.2012",63,"women",2012,362,128
"127.2012",63,"men",2012,532,127
"130.2012",64,"women",2012,394,130
"129.2012",64,"men",2012,606,129
"132.2012",65,"women",2012,480,132
"131.2012",65,"men",2012,669,131
"134.2012",66,"women",2012,520,134
"133.2012",66,"men",2012,805,133
"136.2012",67,"women",2012,513,136
"135.2012",67,"men",2012,793,135
"138.2012",68,"women",2012,625,138
"137.2012",68,"men",2012,803,137
"140.2012",69,"women",2012,597,140
"139.2012",69,"men",2012,856,139
"142.2012",70,"women",2012,549,142
"141.2012",70,"men",2012,866,141
"144.2012",71,"women",2012,567,144
"143.2012",71,"men",2012,761,143
"146.2012",72,"women",2012,599,146
"145.2012",72,"men",2012,891,145
"148.2012",73,"women",2012,689,148
"147.2012",73,"men",2012,993,147
"150.2012",74,"women",2012,711,150
"149.2012",74,"men",2012,1032,149
"152.2012",75,"women",2012,788,152
"151.2012",75,"men",2012,1026,151
"154.2012",76,"women",2012,841,154
"153.2012",76,"men",2012,1086,153
"156.2012",77,"women",2012,870,156
"155.2012",77,"men",2012,1146,155
"158.2012",78,"women",2012,986,158
"157.2012",78,"men",2012,1196,157
"160.2012",79,"women",2012,1040,160
"159.2012",79,"men",2012,1246,159
"162.2012",80,"women",2012,1200,162
"161.2012",80,"men",2012,1400,161
"164.2012",81,"women",2012,1351,164
"163.2012",81,"men",2012,1538,163
"166.2012",82,"women",2012,1440,166
"165.2012",82,"men",2012,1544,165
"168.2012",83,"women",2012,1652,168
"167.2012",83,"men",2012,1587,167
"170.2012",84,"women",2012,1762,170
"169.2012",84,"men",2012,1661,169
"172.2012",85,"women",2012,1958,172
"171.2012",85,"men",2012,1672,171
"174.2012",86,"women",2012,1985,174
"173.2012",86,"men",2012,1741,173
"176.2012",87,"women",2012,2209,176
"175.2012",87,"men",2012,1717,175
"178.2012",88,"women",2012,2366,178
"177.2012",88,"men",2012,1677,177
"180.2012",89,"women",2012,2275,180
"179.2012",89,"men",2012,1556,179
"182.2012",90,"women",2012,2311,182
"181.2012",90,"men",2012,1537,181
"184.2012",91,"women",2012,2281,184
"183.2012",91,"men",2012,1345,183
"186.2012",92,"women",2012,2126,186
"185.2012",92,"men",2012,1121,185
"188.2012",93,"women",2012,1616,188
"187.2012",93,"men",2012,800,187
"190.2012",94,"women",2012,1519,190
"189.2012",94,"men",2012,619,189
"192.2012",95,"women",2012,1203,192
"191.2012",95,"men",2012,519,191
"194.2012",96,"women",2012,995,194
"193.2012",96,"men",2012,348,193
"196.2012",97,"women",2012,804,196
"195.2012",97,"men",2012,254,195
"198.2012",98,"women",2012,589,198
"197.2012",98,"men",2012,168,197
"200.2012",99,"women",2012,408,200
"199.2012",99,"men",2012,132,199
"202.2012",100,"women",2012,787,202
"201.2012",100,"men",2012,166,201
"2.2013",0,"women",2013,138,2
"1.2013",0,"men",2013,168,1
"4.2013",1,"women",2013,7,4
"3.2013",1,"men",2013,7,3
"6.2013",2,"women",2013,6,6
"5.2013",2,"men",2013,5,5
"8.2013",3,"women",2013,5,8
"7.2013",3,"men",2013,11,7
"10.2013",4,"women",2013,6,10
"9.2013",4,"men",2013,5,9
"12.2013",5,"women",2013,4,12
"11.2013",5,"men",2013,4,11
"14.2013",6,"women",2013,5,14
"13.2013",6,"men",2013,5,13
"16.2013",7,"women",2013,5,16
"15.2013",7,"men",2013,4,15
"18.2013",8,"women",2013,3,18
"17.2013",8,"men",2013,2,17
"20.2013",9,"women",2013,1,20
"19.2013",9,"men",2013,2,19
"22.2013",10,"women",2013,3,22
"21.2013",10,"men",2013,4,21
"24.2013",11,"women",2013,3,24
"23.2013",11,"men",2013,2,23
"26.2013",12,"women",2013,2,26
"25.2013",12,"men",2013,5,25
"28.2013",13,"women",2013,2,28
"27.2013",13,"men",2013,11,27
"30.2013",14,"women",2013,2,30
"29.2013",14,"men",2013,7,29
"32.2013",15,"women",2013,4,32
"31.2013",15,"men",2013,4,31
"34.2013",16,"women",2013,9,34
"33.2013",16,"men",2013,10,33
"36.2013",17,"women",2013,7,36
"35.2013",17,"men",2013,13,35
"38.2013",18,"women",2013,12,38
"37.2013",18,"men",2013,24,37
"40.2013",19,"women",2013,10,40
"39.2013",19,"men",2013,40,39
"42.2013",20,"women",2013,11,42
"41.2013",20,"men",2013,35,41
"44.2013",21,"women",2013,17,44
"43.2013",21,"men",2013,40,43
"46.2013",22,"women",2013,17,46
"45.2013",22,"men",2013,41,45
"48.2013",23,"women",2013,19,48
"47.2013",23,"men",2013,42,47
"50.2013",24,"women",2013,18,50
"49.2013",24,"men",2013,51,49
"52.2013",25,"women",2013,20,52
"51.2013",25,"men",2013,41,51
"54.2013",26,"women",2013,22,54
"53.2013",26,"men",2013,49,53
"56.2013",27,"women",2013,22,56
"55.2013",27,"men",2013,50,55
"58.2013",28,"women",2013,19,58
"57.2013",28,"men",2013,46,57
"60.2013",29,"women",2013,14,60
"59.2013",29,"men",2013,54,59
"62.2013",30,"women",2013,18,62
"61.2013",30,"men",2013,46,61
"64.2013",31,"women",2013,22,64
"63.2013",31,"men",2013,52,63
"66.2013",32,"women",2013,14,66
"65.2013",32,"men",2013,46,65
"68.2013",33,"women",2013,15,68
"67.2013",33,"men",2013,42,67
"70.2013",34,"women",2013,17,70
"69.2013",34,"men",2013,37,69
"72.2013",35,"women",2013,27,72
"71.2013",35,"men",2013,39,71
"74.2013",36,"women",2013,21,74
"73.2013",36,"men",2013,57,73
"76.2013",37,"women",2013,26,76
"75.2013",37,"men",2013,62,75
"78.2013",38,"women",2013,30,78
"77.2013",38,"men",2013,52,77
"80.2013",39,"women",2013,37,80
"79.2013",39,"men",2013,49,79
"82.2013",40,"women",2013,42,82
"81.2013",40,"men",2013,58,81
"84.2013",41,"women",2013,44,84
"83.2013",41,"men",2013,70,83
"86.2013",42,"women",2013,49,86
"85.2013",42,"men",2013,59,85
"88.2013",43,"women",2013,41,88
"87.2013",43,"men",2013,71,87
"90.2013",44,"women",2013,53,90
"89.2013",44,"men",2013,79,89
