"","age","sex","year","pop","id"
"93.2010",92,"men",2010,3592,93
"195.2010",93,"women",2010,7106,195
"94.2010",93,"men",2010,2650,94
"196.2010",94,"women",2010,5364.5,196
"95.2010",94,"men",2010,1803,95
"197.2010",95,"women",2010,4084,197
"96.2010",95,"men",2010,1262.5,96
"198.2010",96,"women",2010,3074,198
"97.2010",96,"men",2010,894,97
"199.2010",97,"women",2010,2204.5,199
"98.2010",97,"men",2010,564.5,98
"200.2010",98,"women",2010,1473,200
"99.2010",98,"men",2010,345.5,99
"201.2010",99,"women",2010,920,201
"100.2010",99,"men",2010,211,100
"202.2010",100,"women",2010,1400,202
"101.2010",100,"men",2010,247.5,101
"102.2011",0,"women",2011,55584.5,102
"1.2011",0,"men",2011,58427.5,1
"103.2011",1,"women",2011,56050,103
"2.2011",1,"men",2011,59282.5,2
"104.2011",2,"women",2011,54794,104
"3.2011",2,"men",2011,58207,3
"105.2011",3,"women",2011,54091.5,105
"4.2011",3,"men",2011,57457.5,4
"106.2011",4,"women",2011,53780.5,106
"5.2011",4,"men",2011,56903.5,5
"107.2011",5,"women",2011,52796,107
"6.2011",5,"men",2011,55584,6
"108.2011",6,"women",2011,51789,108
"7.2011",6,"men",2011,54581.5,7
"109.2011",7,"women",2011,51378,109
"8.2011",7,"men",2011,54191.5,8
"110.2011",8,"women",2011,50380.5,110
"9.2011",8,"men",2011,52839,9
"111.2011",9,"women",2011,48605.5,111
"10.2011",9,"men",2011,51152,10
"112.2011",10,"women",2011,47358,112
"11.2011",10,"men",2011,50208,11
"113.2011",11,"women",2011,46878,113
"12.2011",11,"men",2011,49488.5,12
"114.2011",12,"women",2011,46549,114
"13.2011",12,"men",2011,49261.5,13
"115.2011",13,"women",2011,47092.5,115
"14.2011",13,"men",2011,49896.5,14
"116.2011",14,"women",2011,48742.5,116
"15.2011",14,"men",2011,51264.5,15
"117.2011",15,"women",2011,51821.5,117
"16.2011",15,"men",2011,54721,16
"118.2011",16,"women",2011,55977.5,118
"17.2011",16,"men",2011,59328,17
"119.2011",17,"women",2011,59638.5,119
"18.2011",17,"men",2011,63049,18
"120.2011",18,"women",2011,62299.5,120
"19.2011",18,"men",2011,66039,19
"121.2011",19,"women",2011,64282.5,121
"20.2011",19,"men",2011,68334,20
"122.2011",20,"women",2011,65534,122
"21.2011",20,"men",2011,69177.5,21
"123.2011",21,"women",2011,64474,123
"22.2011",21,"men",2011,67571.5,22
"124.2011",22,"women",2011,62534,124
"23.2011",22,"men",2011,65424,23
"125.2011",23,"women",2011,61107.5,125
"24.2011",23,"men",2011,63552,24
"126.2011",24,"women",2011,59844.5,126
"25.2011",24,"men",2011,62220,25
"127.2011",25,"women",2011,58982,127
"26.2011",25,"men",2011,62183.5,26
"128.2011",26,"women",2011,57680,128
"27.2011",26,"men",2011,61181.5,27
"129.2011",27,"women",2011,56407,129
"28.2011",27,"men",2011,59881,28
"130.2011",28,"women",2011,56261.5,130
"29.2011",28,"men",2011,59698.5,29
"131.2011",29,"women",2011,56626,131
"30.2011",29,"men",2011,59628.5,30
"132.2011",30,"women",2011,57598.5,132
"31.2011",30,"men",2011,60312,31
"133.2011",31,"women",2011,57860.5,133
"32.2011",31,"men",2011,60571,32
"134.2011",32,"women",2011,56487,134
"33.2011",32,"men",2011,58981.5,33
"135.2011",33,"women",2011,56150,135
"34.2011",33,"men",2011,58646.5,34
"136.2011",34,"women",2011,57178,136
"35.2011",34,"men",2011,59705,35
"137.2011",35,"women",2011,58997,137
"36.2011",35,"men",2011,61284,36
"138.2011",36,"women",2011,61645,138
"37.2011",36,"men",2011,63796,37
"139.2011",37,"women",2011,62701,139
"38.2011",37,"men",2011,64726.5,38
"140.2011",38,"women",2011,62973.5,140
"39.2011",38,"men",2011,64836,39
"141.2011",39,"women",2011,63550,141
"40.2011",39,"men",2011,65406,40
"142.2011",40,"women",2011,62883.5,142
"41.2011",40,"men",2011,64551.5,41
"143.2011",41,"women",2011,61610,143
"42.2011",41,"men",2011,63358,42
"144.2011",42,"women",2011,62498.5,144
"43.2011",42,"men",2011,64312,43
"145.2011",43,"women",2011,65359,145
"44.2011",43,"men",2011,67552.5,44
"146.2011",44,"women",2011,67028.5,146
"45.2011",44,"men",2011,69816,45
"147.2011",45,"women",2011,67390,147
"46.2011",45,"men",2011,70201.5,46
"148.2011",46,"women",2011,67541.5,148
"47.2011",46,"men",2011,69929,47
"149.2011",47,"women",2011,65040.5,149
"48.2011",47,"men",2011,67504,48
"150.2011",48,"women",2011,61269.5,150
"49.2011",48,"men",2011,63601,49
"151.2011",49,"women",2011,59104,151
"50.2011",49,"men",2011,60888,50
"152.2011",50,"women",2011,57864,152
"51.2011",50,"men",2011,59277.5,51
"153.2011",51,"women",2011,57637,153
"52.2011",51,"men",2011,59001,52
"154.2011",52,"women",2011,57527.5,154
"53.2011",52,"men",2011,59003,53
"155.2011",53,"women",2011,57960,155
"54.2011",53,"men",2011,58864.5,54
"156.2011",54,"women",2011,58187,156
"55.2011",54,"men",2011,59296,55
"157.2011",55,"women",2011,57784.5,157
"56.2011",55,"men",2011,58791,56
"158.2011",56,"women",2011,56869,158
"57.2011",56,"men",2011,57312.5,57
"159.2011",57,"women",2011,56766.5,159
"58.2011",57,"men",2011,57361.5,58
"160.2011",58,"women",2011,57126.5,160
"59.2011",58,"men",2011,57603.5,59
"161.2011",59,"women",2011,56653,161
"60.2011",59,"men",2011,56670,60
"162.2011",60,"women",2011,57346.5,162
"61.2011",60,"men",2011,57386.5,61
"163.2011",61,"women",2011,59513.5,163
"62.2011",61,"men",2011,59347,62
"164.2011",62,"women",2011,61647,164
"63.2011",62,"men",2011,60909,63
"165.2011",63,"women",2011,62686.5,165
"64.2011",63,"men",2011,61837,64
"166.2011",64,"women",2011,62846.5,166
"65.2011",64,"men",2011,62263.5,65
"167.2011",65,"women",2011,62343,167
"66.2011",65,"men",2011,62070,66
"168.2011",66,"women",2011,60971,168
"67.2011",66,"men",2011,60798,67
"169.2011",67,"women",2011,58223,169
"68.2011",67,"men",2011,57577,68
"170.2011",68,"women",2011,53569,170
"69.2011",68,"men",2011,52757.5,69
"171.2011",69,"women",2011,47864.5,171
"70.2011",69,"men",2011,46901,70
"172.2011",70,"women",2011,43767,172
"71.2011",70,"men",2011,42104,71
"173.2011",71,"women",2011,42616.5,173
"72.2011",71,"men",2011,40322,72
"174.2011",72,"women",2011,41687.5,174
"73.2011",72,"men",2011,38562,73
"175.2011",73,"women",2011,39540,175
"74.2011",73,"men",2011,35877,74
"176.2011",74,"women",2011,37641,176
"75.2011",74,"men",2011,33406.5,75
"177.2011",75,"women",2011,35742,177
"76.2011",75,"men",2011,31214,76
"178.2011",76,"women",2011,33969,178
"77.2011",76,"men",2011,28839.5,77
"179.2011",77,"women",2011,32831.5,179
"78.2011",77,"men",2011,26840.5,78
"180.2011",78,"women",2011,32441.5,180
"79.2011",78,"men",2011,25910.5,79
"181.2011",79,"women",2011,32192.5,181
"80.2011",79,"men",2011,24817.5,80
"182.2011",80,"women",2011,31573,182
"81.2011",80,"men",2011,23456,81
"183.2011",81,"women",2011,30313,183
"82.2011",81,"men",2011,21800.5,82
"184.2011",82,"women",2011,29033.5,184
"83.2011",82,"men",2011,20169.5,83
"185.2011",83,"women",2011,27694.5,185
"84.2011",83,"men",2011,18511.5,84
"186.2011",84,"women",2011,26058.5,186
"85.2011",84,"men",2011,16679,85
"187.2011",85,"women",2011,24786.5,187
"86.2011",85,"men",2011,15225.5,86
"188.2011",86,"women",2011,23086,188
"87.2011",86,"men",2011,13543.5,87
"189.2011",87,"women",2011,21112.5,189
"88.2011",87,"men",2011,11925.5,88
"190.2011",88,"women",2011,18800.5,190
"89.2011",88,"men",2011,10166.5,89
"191.2011",89,"women",2011,17163,191
"90.2011",89,"men",2011,8586,90
"192.2011",90,"women",2011,15673.5,192
"91.2011",90,"men",2011,7353.5,91
"193.2011",91,"women",2011,12245.5,193
"92.2011",91,"men",2011,5410.5,92
"194.2011",92,"women",2011,8955,194
"93.2011",92,"men",2011,3726.5,93
"195.2011",93,"women",2011,7164.5,195
"94.2011",93,"men",2011,2758,94
"196.2011",94,"women",2011,5583,196
"95.2011",94,"men",2011,1965,95
"197.2011",95,"women",2011,4103.5,197
"96.2011",95,"men",2011,1297.5,96
"198.2011",96,"women",2011,3043,198
"97.2011",96,"men",2011,879.5,97
"199.2011",97,"women",2011,2257,199
"98.2011",97,"men",2011,597,98
"200.2011",98,"women",2011,1546.5,200
"99.2011",98,"men",2011,375.5,99
"201.2011",99,"women",2011,1008,201
"100.2011",99,"men",2011,219.5,100
"202.2011",100,"women",2011,1454,202
"101.2011",100,"men",2011,260.5,101
"102.2012",0,"women",2012,54966.5,102
"1.2012",0,"men",2012,57834,1
"103.2012",1,"women",2012,56218,103
"2.2012",1,"men",2012,59129,2
"104.2012",2,"women",2012,56494,104
"3.2012",2,"men",2012,59760.5,3
"105.2012",3,"women",2012,55189,105
"4.2012",3,"men",2012,58620.5,4
"106.2012",4,"women",2012,54434.5,106
"5.2012",4,"men",2012,57830,5
"107.2012",5,"women",2012,54119,107
"6.2012",5,"men",2012,57231.5,6
"108.2012",6,"women",2012,53103,108
"7.2012",6,"men",2012,55910.5,7
"109.2012",7,"women",2012,52108,109
"8.2012",7,"men",2012,54926.5,8
"110.2012",8,"women",2012,51657,110
"9.2012",8,"men",2012,54503.5,9
"111.2012",9,"women",2012,50700.5,111
"10.2012",9,"men",2012,53205.5,10
"112.2012",10,"women",2012,48917.5,112
"11.2012",10,"men",2012,51494,11
"113.2012",11,"women",2012,47741,113
"12.2012",11,"men",2012,50556.5,12
"114.2012",12,"women",2012,47229.5,114
"13.2012",12,"men",2012,49869.5,13
"115.2012",13,"women",2012,46889,115
"14.2012",13,"men",2012,49658.5,14
"116.2012",14,"women",2012,47411,116
"15.2012",14,"men",2012,50357,15
"117.2012",15,"women",2012,49105,117
"16.2012",15,"men",2012,51894,16
"118.2012",16,"women",2012,52267,118
"17.2012",16,"men",2012,55661,17
"119.2012",17,"women",2012,56432,119
"18.2012",17,"men",2012,60240,18
"120.2012",18,"women",2012,60156.5,120
"19.2012",18,"men",2012,63609,19
"121.2012",19,"women",2012,62762,121
"20.2012",19,"men",2012,66375,20
"122.2012",20,"women",2012,64792.5,122
"21.2012",20,"men",2012,68687,21
"123.2012",21,"women",2012,66058.5,123
"22.2012",21,"men",2012,69602,22
"124.2012",22,"women",2012,65275.5,124
"23.2012",22,"men",2012,68226.5,23
"125.2012",23,"women",2012,63518.5,125
"24.2012",23,"men",2012,66288,24
"126.2012",24,"women",2012,62131,126
"25.2012",24,"men",2012,64428,25
"127.2012",25,"women",2012,60772,127
"26.2012",25,"men",2012,63125,26
"128.2012",26,"women",2012,59872.5,128
"27.2012",26,"men",2012,63025,27
"129.2012",27,"women",2012,58423,129
"28.2012",27,"men",2012,61910,28
"130.2012",28,"women",2012,57137,130
"29.2012",28,"men",2012,60536,29
"131.2012",29,"women",2012,57005.5,131
"30.2012",29,"men",2012,60292,30
"132.2012",30,"women",2012,57334,132
"31.2012",30,"men",2012,60213.5,31
"133.2012",31,"women",2012,58190,133
"32.2012",31,"men",2012,60838,32
"134.2012",32,"women",2012,58429.5,134
"33.2012",32,"men",2012,61092,33
"135.2012",33,"women",2012,57015.5,135
"34.2012",33,"men",2012,59420.5,34
"136.2012",34,"women",2012,56691.5,136
"35.2012",34,"men",2012,59074.5,35
"137.2012",35,"women",2012,57615.5,137
"36.2012",35,"men",2012,60056.5,36
"138.2012",36,"women",2012,59431.5,138
"37.2012",36,"men",2012,61596,37
"139.2012",37,"women",2012,62027,139
"38.2012",37,"men",2012,64146,38
"140.2012",38,"women",2012,63099,140
"39.2012",38,"men",2012,65017,39
"141.2012",39,"women",2012,63288,141
"40.2012",39,"men",2012,65086,40
"142.2012",40,"women",2012,63844.5,142
"41.2012",40,"men",2012,65621.5,41
"143.2012",41,"women",2012,63162,143
"42.2012",41,"men",2012,64768.5,42
"144.2012",42,"women",2012,61879,144
"43.2012",42,"men",2012,63522,43
"145.2012",43,"women",2012,62727,145
"44.2012",43,"men",2012,64439,44
"146.2012",44,"women",2012,65546,146
"45.2012",44,"men",2012,67695,45
"147.2012",45,"women",2012,67203.5,147
"46.2012",45,"men",2012,69892,46
"148.2012",46,"women",2012,67521,148
"47.2012",46,"men",2012,70230.5,47
"149.2012",47,"women",2012,67623.5,149
"48.2012",47,"men",2012,69938.5,48
"150.2012",48,"women",2012,65101,150
"49.2012",48,"men",2012,67488.5,49
"151.2012",49,"women",2012,61365,151
"50.2012",49,"men",2012,63587,50
"152.2012",50,"women",2012,59106.5,152
"51.2012",50,"men",2012,60814.5,51
"153.2012",51,"women",2012,57893.5,153
"52.2012",51,"men",2012,59226.5,52
"154.2012",52,"women",2012,57643,154
"53.2012",52,"men",2012,58916,53
"155.2012",53,"women",2012,57512,155
"54.2012",53,"men",2012,58854.5,54
"156.2012",54,"women",2012,57902,156
"55.2012",54,"men",2012,58736.5,55
"157.2012",55,"women",2012,58123,157
"56.2012",55,"men",2012,59104,56
"158.2012",56,"women",2012,57684,158
"57.2012",56,"men",2012,58536,57
"159.2012",57,"women",2012,56758.5,159
"58.2012",57,"men",2012,57078,58
"160.2012",58,"women",2012,56632,160
"59.2012",58,"men",2012,57119,59
"161.2012",59,"women",2012,56986.5,161
"60.2012",59,"men",2012,57290.5,60
"162.2012",60,"women",2012,56455.5,162
"61.2012",60,"men",2012,56348,61
"163.2012",61,"women",2012,57133,163
"62.2012",61,"men",2012,57003.5,62
"164.2012",62,"women",2012,59268.5,164
"63.2012",62,"men",2012,58937,63
"165.2012",63,"women",2012,61306,165
"64.2012",63,"men",2012,60411.5,64
"166.2012",64,"women",2012,62338.5,166
"65.2012",64,"men",2012,61292.5,65
"167.2012",65,"women",2012,62430,167
"66.2012",65,"men",2012,61621,66
"168.2012",66,"women",2012,61894.5,168
"67.2012",66,"men",2012,61311.5,67
"169.2012",67,"women",2012,60496,169
"68.2012",67,"men",2012,60017.5,68
"170.2012",68,"women",2012,57724.5,170
"69.2012",68,"men",2012,56778.5,69
"171.2012",69,"women",2012,52998.5,171
"70.2012",69,"men",2012,51925,70
"172.2012",70,"women",2012,47367.5,172
"71.2012",70,"men",2012,46102.5,71
"173.2012",71,"women",2012,43217.5,173
"72.2012",71,"men",2012,41329.5,72
"174.2012",72,"women",2012,42038.5,174
"73.2012",72,"men",2012,39482.5,73
"175.2012",73,"women",2012,41025.5,175
"74.2012",73,"men",2012,37659,74
"176.2012",74,"women",2012,38872,176
"75.2012",74,"men",2012,34918,75
"177.2012",75,"women",2012,36925.5,177
"76.2012",75,"men",2012,32440.5,76
"178.2012",76,"women",2012,34948.5,178
"77.2012",76,"men",2012,30172,77
"179.2012",77,"women",2012,33166.5,179
"78.2012",77,"men",2012,27724.5,78
"180.2012",78,"women",2012,31931,180
"79.2012",78,"men",2012,25657.5,79
"181.2012",79,"women",2012,31444,181
"80.2012",79,"men",2012,24673,80
"182.2012",80,"women",2012,31035.5,182
"81.2012",80,"men",2012,23472.5,81
"183.2012",81,"women",2012,30291,183
"82.2012",81,"men",2012,22056.5,82
"184.2012",82,"women",2012,28898.5,184
"83.2012",82,"men",2012,20297,83
"185.2012",83,"women",2012,27466,185
"84.2012",83,"men",2012,18607,84
"186.2012",84,"women",2012,26039.5,186
"85.2012",84,"men",2012,16872,85
"187.2012",85,"women",2012,24245,187
"86.2012",85,"men",2012,14973,86
"188.2012",86,"women",2012,22760.5,188
"87.2012",86,"men",2012,13559.5,87
"189.2012",87,"women",2012,20980,189
"88.2012",87,"men",2012,11813.5,88
"190.2012",88,"women",2012,18848,190
"89.2012",88,"men",2012,10265,89
"191.2012",89,"women",2012,16534.5,191
"90.2012",89,"men",2012,8547.5,90
"192.2012",90,"women",2012,14789.5,192
"91.2012",90,"men",2012,7094.5,91
"193.2012",91,"women",2012,13316.5,193
"92.2012",91,"men",2012,5902,92
"194.2012",92,"women",2012,10149.5,194
"93.2012",92,"men",2012,4247.5,93
"195.2012",93,"women",2012,7221.5,195
"94.2012",93,"men",2012,2846.5,94
"196.2012",94,"women",2012,5606,196
"95.2012",94,"men",2012,2043,95
"197.2012",95,"women",2012,4252.5,197
"96.2012",95,"men",2012,1400,96
"198.2012",96,"women",2012,3031.5,198
"97.2012",96,"men",2012,895,97
"199.2012",97,"women",2012,2206.5,199
"98.2012",97,"men",2012,582,98
"200.2012",98,"women",2012,1560.5,200
"99.2012",98,"men",2012,393,99
"201.2012",99,"women",2012,1042,201
"100.2012",99,"men",2012,238.5,100
"202.2012",100,"women",2012,1527.5,202
"101.2012",100,"men",2012,275.5,101
"102.2013",0,"women",2013,55268.5,102
"1.2013",0,"men",2013,58479,1
"103.2013",1,"women",2013,55638.5,103
"2.2013",1,"men",2013,58549,2
"104.2013",2,"women",2013,56675,104
"3.2013",2,"men",2013,59717,3
"105.2013",3,"women",2013,56964.5,105
"4.2013",3,"men",2013,60265,4
"106.2013",4,"women",2013,55646,106
"5.2013",4,"men",2013,59098.5,5
"107.2013",5,"women",2013,54950.5,107
"6.2013",5,"men",2013,58336.5,6
"108.2013",6,"women",2013,54611,108
"7.2013",6,"men",2013,57733,7
"109.2013",7,"women",2013,53602.5,109
"8.2013",7,"men",2013,56437.5,8
"110.2013",8,"women",2013,52615,110
"9.2013",8,"men",2013,55454,9
"111.2013",9,"women",2013,52173,111
"10.2013",9,"men",2013,55058.5,10
"112.2013",10,"women",2013,51200,112
"11.2013",10,"men",2013,53744.5,11
"113.2013",11,"women",2013,49482.5,113
"12.2013",11,"men",2013,52050,12
"114.2013",12,"women",2013,48255,114
"13.2013",12,"men",2013,51090,13
"115.2013",13,"women",2013,47726,115
"14.2013",13,"men",2013,50480.5,14
"116.2013",14,"women",2013,47395.5,116
"15.2013",14,"men",2013,50283.5,15
"117.2013",15,"women",2013,47936,117
"16.2013",15,"men",2013,51149.5,16
"118.2013",16,"women",2013,49731,118
"17.2013",16,"men",2013,52923.5,17
"119.2013",17,"women",2013,52882.5,119
"18.2013",17,"men",2013,56697,18
"120.2013",18,"women",2013,57071,120
"19.2013",18,"men",2013,60946.5,19
"121.2013",19,"women",2013,60715,121
"20.2013",19,"men",2013,64075,20
"122.2013",20,"women",2013,63395,122
"21.2013",20,"men",2013,66840.5,21
"123.2013",21,"women",2013,65430,123
"22.2013",21,"men",2013,69175,22
"124.2013",22,"women",2013,66949,124
"23.2013",22,"men",2013,70328,23
"125.2013",23,"women",2013,66352,125
"24.2013",23,"men",2013,69170.5,24
"126.2013",24,"women",2013,64639.5,126
"25.2013",24,"men",2013,67267,25
"127.2013",25,"women",2013,63223,127
"26.2013",25,"men",2013,65471.5,26
"128.2013",26,"women",2013,61750.5,128
"27.2013",26,"men",2013,64027,27
"129.2013",27,"women",2013,60763,129
"28.2013",27,"men",2013,63875,28
"130.2013",28,"women",2013,59166,130
"29.2013",28,"men",2013,62653.5,29
"131.2013",29,"women",2013,57947.5,131
"30.2013",29,"men",2013,61280.5,30
"132.2013",30,"women",2013,57747.5,132
"31.2013",30,"men",2013,60917.5,31
"133.2013",31,"women",2013,57955,133
"32.2013",31,"men",2013,60793.5,32
"134.2013",32,"women",2013,58790,134
"33.2013",32,"men",2013,61391.5,33
"135.2013",33,"women",2013,59084,135
"34.2013",33,"men",2013,61587,34
"136.2013",34,"women",2013,57565.5,136
"35.2013",34,"men",2013,59906.5,35
"137.2013",35,"women",2013,57196.5,137
"36.2013",35,"men",2013,59505.5,36
"138.2013",36,"women",2013,58089.5,138
"37.2013",36,"men",2013,60454,37
"139.2013",37,"women",2013,59831.5,139
"38.2013",37,"men",2013,62005,38
"140.2013",38,"women",2013,62461,140
"39.2013",38,"men",2013,64473,39
"141.2013",39,"women",2013,63478.5,141
"40.2013",39,"men",2013,65350,40
"142.2013",40,"women",2013,63619,142
"41.2013",40,"men",2013,65330,41
"143.2013",41,"women",2013,64174.5,143
"42.2013",41,"men",2013,65890,42
"144.2013",42,"women",2013,63437.5,144
"43.2013",42,"men",2013,64999.5,43
"145.2013",43,"women",2013,62167,145
"44.2013",43,"men",2013,63738,44
"146.2013",44,"women",2013,62955.5,146
"45.2013",44,"men",2013,64636.5,45
"147.2013",45,"women",2013,65761.5,147
"46.2013",45,"men",2013,67838,46
"148.2013",46,"women",2013,67355,148
"47.2013",46,"men",2013,69992,47
"149.2013",47,"women",2013,67652,149
"48.2013",47,"men",2013,70318.5,48
"150.2013",48,"women",2013,67717.5,150
"49.2013",48,"men",2013,69989,49
"151.2013",49,"women",2013,65199.5,151
"50.2013",49,"men",2013,67486.5,50
"152.2013",50,"women",2013,61413,152
"51.2013",50,"men",2013,63555.5,51
"153.2013",51,"women",2013,59134.5,153
"52.2013",51,"men",2013,60796.5,52
"154.2013",52,"women",2013,57922,154
"53.2013",52,"men",2013,59167,53
"155.2013",53,"women",2013,57639,155
"54.2013",53,"men",2013,58806,54
"156.2013",54,"women",2013,57461,156
"55.2013",54,"men",2013,58747,55
"157.2013",55,"women",2013,57849.5,157
"56.2013",55,"men",2013,58567.5,56
"158.2013",56,"women",2013,58050.5,158
"57.2013",56,"men",2013,58932,57
"159.2013",57,"women",2013,57575,159
"58.2013",57,"men",2013,58306.5,58
"160.2013",58,"women",2013,56647,160
"59.2013",58,"men",2013,56864,59
"161.2013",59,"women",2013,56486,161
"60.2013",59,"men",2013,56832.5,60
"162.2013",60,"women",2013,56806,162
"61.2013",60,"men",2013,56976.5,61
"163.2013",61,"women",2013,56241,163
"62.2013",61,"men",2013,55955.5,62
"164.2013",62,"women",2013,56912,164
"63.2013",62,"men",2013,56594,63
"165.2013",63,"women",2013,58948,165
"64.2013",63,"men",2013,58465,64
"166.2013",64,"women",2013,60958,166
"65.2013",64,"men",2013,59875,65
"167.2013",65,"women",2013,61918.5,167
"66.2013",65,"men",2013,60667,66
"168.2013",66,"women",2013,61947.5,168
"67.2013",66,"men",2013,60918.5,67
"169.2013",67,"women",2013,61421.5,169
"68.2013",67,"men",2013,60559,68
"170.2013",68,"women",2013,59948.5,170
"69.2013",68,"men",2013,59202.5,69
"171.2013",69,"women",2013,57124,171
"70.2013",69,"men",2013,55936.5,70
"172.2013",70,"women",2013,52448,172
"71.2013",70,"men",2013,51065.5,71
"173.2013",71,"women",2013,46790,173
"72.2013",71,"men",2013,45253.5,72
"174.2013",72,"women",2013,42682.5,174
"73.2013",72,"men",2013,40474.5,73
"175.2013",73,"women",2013,41365.5,175
"74.2013",73,"men",2013,38605.5,74
"176.2013",74,"women",2013,40349,176
"75.2013",74,"men",2013,36677.5,75
"177.2013",75,"women",2013,38138,177
"76.2013",75,"men",2013,33863.5,76
"178.2013",76,"women",2013,36126.5,178
"77.2013",76,"men",2013,31379,77
"179.2013",77,"women",2013,34102.5,179
"78.2013",77,"men",2013,29077,78
"180.2013",78,"women",2013,32234,180
"79.2013",78,"men",2013,26581,79
"181.2013",79,"women",2013,30970.5,181
"80.2013",79,"men",2013,24485.5,80
"182.2013",80,"women",2013,30294.5,182
"81.2013",80,"men",2013,23370.5,81
"183.2013",81,"women",2013,29758.5,183
"82.2013",81,"men",2013,22070,82
"184.2013",82,"women",2013,28923,184
"83.2013",82,"men",2013,20585,83
"185.2013",83,"women",2013,27370,185
"84.2013",83,"men",2013,18748.5,84
"186.2013",84,"women",2013,25811.5,186
"85.2013",84,"men",2013,17002.5,85
"187.2013",85,"women",2013,24234,187
"86.2013",85,"men",2013,15210,86
"188.2013",86,"women",2013,22312.5,188
"87.2013",86,"men",2013,13331.5,87
"189.2013",87,"women",2013,20708,189
"88.2013",87,"men",2013,11888.5,88
"190.2013",88,"women",2013,18804.5,190
"89.2013",88,"men",2013,10189,89
"191.2013",89,"women",2013,16552.5,191
"90.2013",89,"men",2013,8644.5,90
"192.2013",90,"women",2013,14273,192
"91.2013",90,"men",2013,7041,91
"193.2013",91,"women",2013,12556,193
"92.2013",91,"men",2013,5716,92
"194.2013",92,"women",2013,11009.5,194
"93.2013",92,"men",2013,4615,93
"195.2013",93,"women",2013,8242,195
"94.2013",93,"men",2013,3248.5,94
"196.2013",94,"women",2013,5660,196
"95.2013",94,"men",2013,2104.5,95
"197.2013",95,"women",2013,4298.5,197
"96.2013",95,"men",2013,1449,96
"198.2013",96,"women",2013,3143,198
"97.2013",96,"men",2013,972,97
"199.2013",97,"women",2013,2173.5,199
"98.2013",97,"men",2013,590.5,98
"200.2013",98,"women",2013,1515.5,200
"99.2013",98,"men",2013,367.5,99
"201.2013",99,"women",2013,1035.5,201
"100.2013",99,"men",2013,255.5,100
"202.2013",100,"women",2013,1570.5,202
"101.2013",100,"men",2013,287,101
"102.2014",0,"women",2014,55827.5,102
"1.2014",0,"men",2014,59116.5,1
"103.2014",1,"women",2014,55983.5,103
"2.2014",1,"men",2014,59264,2
"104.2014",2,"women",2014,56210.5,104
"3.2014",2,"men",2014,59264,3
"105.2014",3,"women",2014,57226.5,105
"4.2014",3,"men",2014,60327.5,4
"106.2014",4,"women",2014,57501,106
"5.2014",4,"men",2014,60867,5
"107.2014",5,"women",2014,56257.5,107
"6.2014",5,"men",2014,59693.5,6
"108.2014",6,"women",2014,55571.5,108
"7.2014",6,"men",2014,58984,7
"109.2014",7,"women",2014,55220.5,109
"8.2014",7,"men",2014,58374.5,8
"110.2014",8,"women",2014,54251.5,110
"9.2014",8,"men",2014,57085,9
"111.2014",9,"women",2014,53237.5,111
"10.2014",9,"men",2014,56106.5,10
"112.2014",10,"women",2014,52772,112
"11.2014",10,"men",2014,55719.5,11
"113.2014",11,"women",2014,51821.5,113
"12.2014",11,"men",2014,54420,12
"114.2014",12,"women",2014,50049.5,114
"13.2014",12,"men",2014,52685,13
"115.2014",13,"women",2014,48845.5,115
"14.2014",13,"men",2014,51823,14
"116.2014",14,"women",2014,48334,116
"15.2014",14,"men",2014,51227,15
"117.2014",15,"women",2014,48038,117
"16.2014",15,"men",2014,51168,16
"118.2014",16,"women",2014,48690,118
"17.2014",16,"men",2014,52318.5,17
"119.2014",17,"women",2014,50437.5,119
"18.2014",17,"men",2014,54161,18
"120.2014",18,"women",2014,53599,120
"19.2014",18,"men",2014,57643,19
"121.2014",19,"women",2014,57743,121
"20.2014",19,"men",2014,61633.5,20
"122.2014",20,"women",2014,61463.5,122
"21.2014",20,"men",2014,64748.5,21
"123.2014",21,"women",2014,64050,123
"22.2014",21,"men",2014,67607,22
"124.2014",22,"women",2014,66334,124
"23.2014",22,"men",2014,70093.5,23
"125.2014",23,"women",2014,68022,125
"24.2014",23,"men",2014,71450.5,24
"126.2014",24,"women",2014,67579.5,126
"25.2014",24,"men",2014,70386,25
"127.2014",25,"women",2014,65781.5,127
"26.2014",25,"men",2014,68542.5,26
"128.2014",26,"women",2014,64307.5,128
"27.2014",26,"men",2014,66698.5,27
"129.2014",27,"women",2014,62733,129
"28.2014",27,"men",2014,65169,28
"130.2014",28,"women",2014,61616.5,130
"29.2014",28,"men",2014,64912,29
"131.2014",29,"women",2014,60067,131
"30.2014",29,"men",2014,63677.5,30
"132.2014",30,"women",2014,58736.5,132
"31.2014",30,"men",2014,62139,31
"133.2014",31,"women",2014,58464.5,133
"32.2014",31,"men",2014,61661.5,32
"134.2014",32,"women",2014,58622,134
"33.2014",32,"men",2014,61507,33
"135.2014",33,"women",2014,59505,135
"34.2014",33,"men",2014,62058,34
"136.2014",34,"women",2014,59698,136
"35.2014",34,"men",2014,62292,35
"137.2014",35,"women",2014,58129,137
"36.2014",35,"men",2014,60551.5,36
"138.2014",36,"women",2014,57731.5,138
"37.2014",36,"men",2014,60077,37
"139.2014",37,"women",2014,58593.5,139
"38.2014",37,"men",2014,60972.5,38
"140.2014",38,"women",2014,60295.5,140
"39.2014",38,"men",2014,62431.5,39
